source,target,complex_name
SRSF5,WBP11,Spliceosome
SRSF6,TCERG1,Spliceosome
SRSF6,U2SURP,Spliceosome
SRSF6,ZNF207,Spliceosome
SRSF6,SYF2,Spliceosome
SRSF6,U2AF2,Spliceosome
SRSF6,TRA2B,Spliceosome
SRSF6,TXNL4A,Spliceosome
SRSF6,U2AF1,Spliceosome
SRSF6,SRSF9,Spliceosome
SRSF6,THOC5,Spliceosome
SRSF6,WTAP,Spliceosome
SRSF6,SRSF7,Spliceosome
SRSF6,USP39,Spliceosome
SRSF6,THOC7,Spliceosome
SRSF6,THOC6,Spliceosome
SRSF6,THOC2,Spliceosome
SRSF6,THOC1,Spliceosome
SRSF6,THOC3,Spliceosome
SRSF6,XAB2,Spliceosome
SRSF6,TFIP11,Spliceosome
SRSF6,WBP11,Spliceosome
PPIL2,TCERG1,Spliceosome
PPIL2,U2SURP,Spliceosome
PPIL2,PPM1G,Spliceosome
PPIL2,PRPF4,Spliceosome
PPIL2,SART1,Spliceosome
PPIL2,PRPF3,Spliceosome
PPIL2,ZNF207,Spliceosome
PPIL2,PRPF40A,Spliceosome
PPIL2,SF3B1,Spliceosome
PPIL2,SNRNP200,Spliceosome
PPIL2,SMNDC1,Spliceosome
PPIL2,PRPF6,Spliceosome
PPIL2,SLU7,Spliceosome
PPIL2,SYF2,Spliceosome
PPIL2,SNRPB2,Spliceosome
PPIL2,SNRNP70,Spliceosome
PPIL2,SNRPA,Spliceosome
PPIL2,SNRPC,Spliceosome
PPIL2,SNRPA1,Spliceosome
PPIL2,SNRPB,Spliceosome
PPIL2,U2AF2,Spliceosome
PPIL2,RBM25,Spliceosome
PPIL2,SNU13,Spliceosome
PPIL2,SNRPE,Spliceosome
PPIL2,SNRPF,Spliceosome
PPIL2,SNRPG,Spliceosome
PPIL2,SNRPD1,Spliceosome
PPIL2,SNRPD2,Spliceosome
PPIL2,SNRPD3,Spliceosome
PPIL2,TRA2B,Spliceosome
PPIL2,TXNL4A,Spliceosome
PPIL2,SRSF3,Spliceosome
PPIL2,U2AF1,Spliceosome
PPIL2,SRSF2,Spliceosome
PPIL2,SRSF11,Spliceosome
PPIL2,SRSF1,Spliceosome
PPIL2,SRSF4,Spliceosome
PPIL2,SF3A3,Spliceosome
PPIL2,SRSF9,Spliceosome
PPIL2,SRSF5,Spliceosome
PPIL2,SRSF6,Spliceosome
PPIL2,SF3B2,Spliceosome
PPIL2,PRPF4B,Spliceosome
PPIL2,SNW1,Spliceosome
PPIL2,THOC5,Spliceosome
PPIL2,RBM39,Spliceosome
PPIL2,WTAP,Spliceosome
PPIL2,RNPS1,Spliceosome
PPIL2,SF3B3,Spliceosome
PPIL2,SF3B4,Spliceosome
PPIL2,SF3A2,Spliceosome
PPIL2,SF3A1,Spliceosome
PPIL2,SF1,Spliceosome
PPIL2,SRSF7,Spliceosome
PPIL2,SMU1,Spliceosome
PPIL2,USP39,Spliceosome
PPIL2,THOC7,Spliceosome
PPIL2,PRPF8,Spliceosome
PPIL2,THOC6,Spliceosome
PPIL2,SRRM1,Spliceosome
PPIL2,THOC2,Spliceosome
PPIL2,SNRNP27,Spliceosome
PPIL2,PRPF31,Spliceosome
PPIL2,PPWD1,Spliceosome
PPIL2,SNRNP40,Spliceosome
PPIL2,THOC1,Spliceosome
PPIL2,RBM17,Spliceosome
PPIL2,THOC3,Spliceosome
PPIL2,RBM15,Spliceosome
PPIL2,SPEN,Spliceosome
PPIL2,PRPF18,Spliceosome
PPIL2,SRRT,Spliceosome
PPIL2,PPIL3,Spliceosome
PPIL2,XAB2,Spliceosome
PPIL2,RBM22,Spliceosome
PPIL2,TFIP11,Spliceosome
PPIL2,PUF60,Spliceosome
PPIL2,PRPF19,Spliceosome
PPIL2,SRRM2,Spliceosome
PPIL2,WBP11,Spliceosome
PPIL2,SF3B6,Spliceosome
PPIL2,RBM8A,Spliceosome
SF3B2,TCERG1,Spliceosome
SF3B2,U2SURP,Spliceosome
SF3B2,ZNF207,Spliceosome
SF3B2,SNRNP200,Spliceosome
SF3B2,SMNDC1,Spliceosome
SF3B2,SLU7,Spliceosome
SF3B2,SYF2,Spliceosome
SF3B2,SNRPB2,Spliceosome
SF3B2,SNRNP70,Spliceosome
SF3B2,SNRPA,Spliceosome
SF3B2,SNRPC,Spliceosome
SF3B2,SNRPA1,Spliceosome
SF3B2,SNRPB,Spliceosome
SF3B2,U2AF2,Spliceosome
SF3B2,SNU13,Spliceosome
SF3B2,SNRPE,Spliceosome
SF3B2,SNRPF,Spliceosome
SF3B2,SNRPG,Spliceosome
SF3B2,SNRPD1,Spliceosome
SF3B2,SNRPD2,Spliceosome
SF3B2,SNRPD3,Spliceosome
SF3B2,TRA2B,Spliceosome
SF3B2,TXNL4A,Spliceosome
SF3B2,SRSF3,Spliceosome
SF3B2,U2AF1,Spliceosome
SF3B2,SRSF2,Spliceosome
SF3B2,SRSF11,Spliceosome
SF3B2,SRSF1,Spliceosome
SF3B2,SRSF4,Spliceosome
SF3B2,SRSF9,Spliceosome
SF3B2,SRSF5,Spliceosome
SF3B2,SRSF6,Spliceosome
SF3B2,SNW1,Spliceosome
SF3B2,THOC5,Spliceosome
SF3B2,WTAP,Spliceosome
SF3B2,SF3B3,Spliceosome
SF3B2,SF3B4,Spliceosome
SF3B2,SRSF7,Spliceosome
SF3B2,SMU1,Spliceosome
SF3B2,USP39,Spliceosome
SF3B2,THOC7,Spliceosome
SF3B2,THOC6,Spliceosome
SF3B2,SRRM1,Spliceosome
SF3B2,THOC2,Spliceosome
SF3B2,SNRNP27,Spliceosome
SF3B2,SNRNP40,Spliceosome
SF3B2,THOC1,Spliceosome
SF3B2,THOC3,Spliceosome
SF3B2,SPEN,Spliceosome
SF3B2,SRRT,Spliceosome
SF3B2,XAB2,Spliceosome
SF3B2,TFIP11,Spliceosome
SF3B2,SRRM2,Spliceosome
SF3B2,WBP11,Spliceosome
SF3B2,SF3B6,Spliceosome
PRPF4B,TCERG1,Spliceosome
PRPF4B,U2SURP,Spliceosome
PRPF4B,SART1,Spliceosome
PRPF4B,ZNF207,Spliceosome
PRPF4B,SF3B1,Spliceosome
PRPF4B,SNRNP200,Spliceosome
PRPF4B,SMNDC1,Spliceosome
PRPF4B,PRPF6,Spliceosome
PRPF4B,SLU7,Spliceosome
PRPF4B,SYF2,Spliceosome
PRPF4B,SNRPB2,Spliceosome
PRPF4B,SNRNP70,Spliceosome
PRPF4B,SNRPA,Spliceosome
PRPF4B,SNRPC,Spliceosome
PRPF4B,SNRPA1,Spliceosome
PRPF4B,SNRPB,Spliceosome
PRPF4B,U2AF2,Spliceosome
PRPF4B,RBM25,Spliceosome
PRPF4B,SNU13,Spliceosome
PRPF4B,SNRPE,Spliceosome
PRPF4B,SNRPF,Spliceosome
PRPF4B,SNRPG,Spliceosome
PRPF4B,SNRPD1,Spliceosome
PRPF4B,SNRPD2,Spliceosome
PRPF4B,SNRPD3,Spliceosome
PRPF4B,TRA2B,Spliceosome
PRPF4B,TXNL4A,Spliceosome
PRPF4B,SRSF3,Spliceosome
PRPF4B,U2AF1,Spliceosome
PRPF4B,SRSF2,Spliceosome
PRPF4B,SRSF11,Spliceosome
PRPF4B,SRSF1,Spliceosome
PRPF4B,SRSF4,Spliceosome
PRPF4B,SF3A3,Spliceosome
PRPF4B,SRSF9,Spliceosome
PRPF4B,SRSF5,Spliceosome
PRPF4B,SRSF6,Spliceosome
PRPF4B,SF3B2,Spliceosome
PRPF4B,SNW1,Spliceosome
PRPF4B,THOC5,Spliceosome
PRPF4B,RBM39,Spliceosome
PRPF4B,WTAP,Spliceosome
PRPF4B,RNPS1,Spliceosome
PRPF4B,SF3B3,Spliceosome
PRPF4B,SF3B4,Spliceosome
PRPF4B,SF3A2,Spliceosome
PRPF4B,SF3A1,Spliceosome
PRPF4B,SF1,Spliceosome
PRPF4B,SRSF7,Spliceosome
PRPF4B,SMU1,Spliceosome
PRPF4B,USP39,Spliceosome
PRPF4B,THOC7,Spliceosome
PRPF4B,PRPF8,Spliceosome
PRPF4B,THOC6,Spliceosome
PRPF4B,SRRM1,Spliceosome
PRPF4B,THOC2,Spliceosome
PRPF4B,SNRNP27,Spliceosome
PRPF4B,SNRNP40,Spliceosome
PRPF4B,THOC1,Spliceosome
PRPF4B,RBM17,Spliceosome
PRPF4B,THOC3,Spliceosome
PRPF4B,RBM15,Spliceosome
PRPF4B,SPEN,Spliceosome
PRPF4B,SRRT,Spliceosome
PRPF4B,XAB2,Spliceosome
PRPF4B,RBM22,Spliceosome
PRPF4B,TFIP11,Spliceosome
PRPF4B,PUF60,Spliceosome
PRPF4B,SRRM2,Spliceosome
PRPF4B,WBP11,Spliceosome
PRPF4B,SF3B6,Spliceosome
PRPF4B,RBM8A,Spliceosome
SNW1,TCERG1,Spliceosome
SNW1,U2SURP,Spliceosome
SNW1,ZNF207,Spliceosome
SNW1,SYF2,Spliceosome
SNW1,U2AF2,Spliceosome
SNW1,TRA2B,Spliceosome
SNW1,TXNL4A,Spliceosome
SNW1,SRSF3,Spliceosome
SNW1,U2AF1,Spliceosome
SNW1,SRSF2,Spliceosome
SNW1,SRSF11,Spliceosome
SNW1,SRSF1,Spliceosome
SNW1,SRSF4,Spliceosome
SNW1,SRSF9,Spliceosome
SNW1,SRSF5,Spliceosome
SNW1,SRSF6,Spliceosome
SNW1,THOC5,Spliceosome
SNW1,WTAP,Spliceosome
SNW1,SRSF7,Spliceosome
SNW1,USP39,Spliceosome
SNW1,THOC7,Spliceosome
SNW1,THOC6,Spliceosome
SNW1,SRRM1,Spliceosome
SNW1,THOC2,Spliceosome
SNW1,THOC1,Spliceosome
SNW1,THOC3,Spliceosome
SNW1,SPEN,Spliceosome
SNW1,SRRT,Spliceosome
SNW1,XAB2,Spliceosome
SNW1,TFIP11,Spliceosome
SNW1,SRRM2,Spliceosome
SNW1,WBP11,Spliceosome
THOC5,U2SURP,Spliceosome
THOC5,ZNF207,Spliceosome
THOC5,U2AF2,Spliceosome
THOC5,TRA2B,Spliceosome
THOC5,TXNL4A,Spliceosome
THOC5,U2AF1,Spliceosome
THOC5,WTAP,Spliceosome
THOC5,USP39,Spliceosome
THOC5,THOC7,Spliceosome
THOC5,THOC6,Spliceosome
THOC5,XAB2,Spliceosome
THOC5,WBP11,Spliceosome
DDX39B,IGF2BP3,Spliceosome
DDX39B,DDX3X,Spliceosome
DDX39B,TCERG1,Spliceosome
DDX39B,U2SURP,Spliceosome
DDX39B,PPM1G,Spliceosome
DDX39B,DHX15,Spliceosome
DDX39B,PRPF4,Spliceosome
DDX39B,SART1,Spliceosome
DDX39B,PRPF3,Spliceosome
DDX39B,PPIH,Spliceosome
DDX39B,PLRG1,Spliceosome
DDX39B,ZNF207,Spliceosome
DDX39B,HTATSF1,Spliceosome
DDX39B,NUDT21,Spliceosome
DDX39B,DHX16,Spliceosome
DDX39B,PRPF40A,Spliceosome
DDX39B,SF3B1,Spliceosome
DDX39B,SNRNP200,Spliceosome
DDX39B,DNAJC8,Spliceosome
DDX39B,SMNDC1,Spliceosome
DDX39B,PRPF6,Spliceosome
DDX39B,LUC7L3,Spliceosome
DDX39B,SLU7,Spliceosome
DDX39B,SYF2,Spliceosome
DDX39B,SNRPB2,Spliceosome
DDX39B,SNRNP70,Spliceosome
DDX39B,SNRPA,Spliceosome
DDX39B,SNRPC,Spliceosome
DDX39B,SNRPA1,Spliceosome
DDX39B,PABPC1,Spliceosome
DDX39B,SNRPB,Spliceosome
DDX39B,DDX5,Spliceosome
DDX39B,U2AF2,Spliceosome
DDX39B,EIF4A3,Spliceosome
DDX39B,MTREX,Spliceosome
DDX39B,RBM25,Spliceosome
DDX39B,NCBP2,Spliceosome
DDX39B,MFAP1,Spliceosome
DDX39B,SNU13,Spliceosome
DDX39B,MAGOH,Spliceosome
DDX39B,SNRPE,Spliceosome
DDX39B,SNRPF,Spliceosome
DDX39B,SNRPG,Spliceosome
DDX39B,LSM3,Spliceosome
DDX39B,LSM6,Spliceosome
DDX39B,SNRPD1,Spliceosome
DDX39B,SNRPD2,Spliceosome
DDX39B,SNRPD3,Spliceosome
DDX39B,TRA2B,Spliceosome
DDX39B,TXNL4A,Spliceosome
DDX39B,SRSF3,Spliceosome
DDX39B,U2AF1,Spliceosome
DDX39B,SRSF2,Spliceosome
DDX39B,SRSF11,Spliceosome
DDX39B,SRSF1,Spliceosome
DDX39B,SRSF4,Spliceosome
DDX39B,DHX9,Spliceosome
DDX39B,NCBP1,Spliceosome
DDX39B,SF3A3,Spliceosome
DDX39B,IK,Spliceosome
DDX39B,SRSF9,Spliceosome
DDX39B,SRSF5,Spliceosome
DDX39B,SRSF6,Spliceosome
DDX39B,PPIL2,Spliceosome
DDX39B,SF3B2,Spliceosome
DDX39B,PRPF4B,Spliceosome
DDX39B,SNW1,Spliceosome
DDX39B,THOC5,Spliceosome
DDX39B,RBM39,Spliceosome
DDX39B,DHX8,Spliceosome
DDX39B,WTAP,Spliceosome
DDX39B,EFTUD2,Spliceosome
DDX39B,RNPS1,Spliceosome
DDX39B,SF3B3,Spliceosome
DDX39B,SF3B4,Spliceosome
DDX39B,SF3A2,Spliceosome
DDX39B,SF3A1,Spliceosome
DDX39B,SF1,Spliceosome
DDX39B,SRSF7,Spliceosome
DDX39B,SMU1,Spliceosome
DDX39B,FNBP3,Spliceosome
DDX39B,USP39,Spliceosome
DDX39B,KIAA1429,Spliceosome
DDX39B,THOC7,Spliceosome
DDX39B,PRPF8,Spliceosome
DDX39B,DDX46,Spliceosome
DDX39B,THOC6,Spliceosome
DDX39B,SRRM1,Spliceosome
DDX39B,THOC2,Spliceosome
DDX39B,SNRNP27,Spliceosome
DDX39B,PRPF31,Spliceosome
DDX39B,DHX38,Spliceosome
DDX39B,PPWD1,Spliceosome
DDX39B,DGCR14,Spliceosome
DDX39B,SNRNP40,Spliceosome
DDX39B,THOC1,Spliceosome
DDX39B,RBM17,Spliceosome
DDX39B,THOC3,Spliceosome
DDX39B,RBM15,Spliceosome
DDX39B,SPEN,Spliceosome
DDX39B,PRPF18,Spliceosome
DDX39B,SRRT,Spliceosome
DDX39B,PPIL3,Spliceosome
DDX39B,MOV10,Spliceosome
DDX39B,XAB2,Spliceosome
DDX39B,RBM22,Spliceosome
DDX39B,TFIP11,Spliceosome
DDX39B,PUF60,Spliceosome
DDX39B,DDX41,Spliceosome
DDX39B,LSM7,Spliceosome
DDX39B,ISY1,Spliceosome
DDX39B,PRPF19,Spliceosome
DDX39B,PPIE,Spliceosome
DDX39B,SRRM2,Spliceosome
DDX39B,WBP11,Spliceosome
DDX39B,LSM2,Spliceosome
DDX39B,SF3B6,Spliceosome
DDX39B,PPIL1,Spliceosome
DDX39B,LSM4,Spliceosome
DDX39B,PAXBP1,Spliceosome
DDX39B,RBM8A,Spliceosome
CIRBP,IGF2BP3,Spliceosome
CIRBP,DDX3X,Spliceosome
CIRBP,TCERG1,Spliceosome
CIRBP,U2SURP,Spliceosome
CIRBP,PPM1G,Spliceosome
CIRBP,DHX15,Spliceosome
CIRBP,PRPF4,Spliceosome
CIRBP,SART1,Spliceosome
CIRBP,PRPF3,Spliceosome
CIRBP,PPIH,Spliceosome
CIRBP,PLRG1,Spliceosome
CIRBP,ZNF207,Spliceosome
CIRBP,HTATSF1,Spliceosome
CIRBP,NUDT21,Spliceosome
CIRBP,DHX16,Spliceosome
CIRBP,PRPF40A,Spliceosome
CIRBP,SF3B1,Spliceosome
CIRBP,SNRNP200,Spliceosome
CIRBP,DNAJC8,Spliceosome
CIRBP,SMNDC1,Spliceosome
CIRBP,PRPF6,Spliceosome
CIRBP,LUC7L3,Spliceosome
CIRBP,SLU7,Spliceosome
CIRBP,SYF2,Spliceosome
CIRBP,SNRPB2,Spliceosome
CIRBP,SNRNP70,Spliceosome
CIRBP,SNRPA,Spliceosome
CIRBP,SNRPC,Spliceosome
CIRBP,SNRPA1,Spliceosome
CIRBP,PABPC1,Spliceosome
CIRBP,SNRPB,Spliceosome
CIRBP,DDX5,Spliceosome
CIRBP,U2AF2,Spliceosome
CIRBP,EIF4A3,Spliceosome
CIRBP,MTREX,Spliceosome
CIRBP,RBM25,Spliceosome
CIRBP,NCBP2,Spliceosome
CIRBP,MFAP1,Spliceosome
CIRBP,SNU13,Spliceosome
CIRBP,MAGOH,Spliceosome
CIRBP,SNRPE,Spliceosome
CIRBP,SNRPF,Spliceosome
CIRBP,SNRPG,Spliceosome
CIRBP,LSM3,Spliceosome
CIRBP,LSM6,Spliceosome
CIRBP,SNRPD1,Spliceosome
CIRBP,SNRPD2,Spliceosome
CIRBP,SNRPD3,Spliceosome
CIRBP,TRA2B,Spliceosome
CIRBP,TXNL4A,Spliceosome
CIRBP,SRSF3,Spliceosome
CIRBP,U2AF1,Spliceosome
CIRBP,SRSF2,Spliceosome
CIRBP,SRSF11,Spliceosome
CIRBP,SRSF1,Spliceosome
CIRBP,SRSF4,Spliceosome
CIRBP,DHX9,Spliceosome
CIRBP,NCBP1,Spliceosome
CIRBP,SF3A3,Spliceosome
CIRBP,IK,Spliceosome
CIRBP,SRSF9,Spliceosome
CIRBP,SRSF5,Spliceosome
CIRBP,SRSF6,Spliceosome
CIRBP,PPIL2,Spliceosome
CIRBP,SF3B2,Spliceosome
CIRBP,PRPF4B,Spliceosome
CIRBP,SNW1,Spliceosome
CIRBP,THOC5,Spliceosome
CIRBP,DDX39B,Spliceosome
CIRBP,RBM39,Spliceosome
CIRBP,DHX8,Spliceosome
CIRBP,WTAP,Spliceosome
CIRBP,EFTUD2,Spliceosome
CIRBP,RNPS1,Spliceosome
CIRBP,SF3B3,Spliceosome
CIRBP,SF3B4,Spliceosome
CIRBP,SF3A2,Spliceosome
CIRBP,SF3A1,Spliceosome
CIRBP,SF1,Spliceosome
CIRBP,SRSF7,Spliceosome
CIRBP,CPSF6,Spliceosome
CIRBP,SMU1,Spliceosome
CIRBP,FNBP3,Spliceosome
CIRBP,USP39,Spliceosome
CIRBP,KIAA1429,Spliceosome
CIRBP,THOC7,Spliceosome
CIRBP,PRPF8,Spliceosome
CIRBP,DDX46,Spliceosome
CIRBP,THOC6,Spliceosome
CIRBP,SRRM1,Spliceosome
CIRBP,THOC2,Spliceosome
CIRBP,SNRNP27,Spliceosome
CIRBP,PRPF31,Spliceosome
CIRBP,CTNNBL1,Spliceosome
CIRBP,DHX38,Spliceosome
CIRBP,DDX17,Spliceosome
CIRBP,PPWD1,Spliceosome
CIRBP,DGCR14,Spliceosome
CIRBP,SNRNP40,Spliceosome
CIRBP,THOC1,Spliceosome
CIRBP,RBM17,Spliceosome
CIRBP,THOC3,Spliceosome
CIRBP,RBM15,Spliceosome
CIRBP,SPEN,Spliceosome
CIRBP,PRPF18,Spliceosome
CIRBP,DDX23,Spliceosome
CIRBP,SRRT,Spliceosome
CIRBP,CRNKL1,Spliceosome
CIRBP,PPIL3,Spliceosome
CIRBP,MOV10,Spliceosome
CIRBP,CWC22,Spliceosome
CIRBP,XAB2,Spliceosome
CIRBP,RBM22,Spliceosome
CIRBP,CWC15,Spliceosome
CIRBP,TFIP11,Spliceosome
CIRBP,PUF60,Spliceosome
CIRBP,DDX41,Spliceosome
CIRBP,LSM7,Spliceosome
CIRBP,ISY1,Spliceosome
CIRBP,PRPF19,Spliceosome
CIRBP,PPIE,Spliceosome
CIRBP,SRRM2,Spliceosome
CIRBP,WBP11,Spliceosome
CIRBP,LSM2,Spliceosome
CIRBP,SF3B6,Spliceosome
CIRBP,PPIL1,Spliceosome
CIRBP,LSM4,Spliceosome
CIRBP,PAXBP1,Spliceosome
CIRBP,RBM8A,Spliceosome
RBM39,TCERG1,Spliceosome
RBM39,U2SURP,Spliceosome
RBM39,SART1,Spliceosome
RBM39,ZNF207,Spliceosome
RBM39,SF3B1,Spliceosome
RBM39,SNRNP200,Spliceosome
RBM39,SMNDC1,Spliceosome
RBM39,SLU7,Spliceosome
RBM39,SYF2,Spliceosome
RBM39,SNRPB2,Spliceosome
RBM39,SNRNP70,Spliceosome
RBM39,SNRPA,Spliceosome
RBM39,SNRPC,Spliceosome
RBM39,SNRPA1,Spliceosome
RBM39,SNRPB,Spliceosome
RBM39,U2AF2,Spliceosome
RBM39,SNU13,Spliceosome
RBM39,SNRPE,Spliceosome
RBM39,SNRPF,Spliceosome
RBM39,SNRPG,Spliceosome
RBM39,SNRPD1,Spliceosome
RBM39,SNRPD2,Spliceosome
RBM39,SNRPD3,Spliceosome
RBM39,TRA2B,Spliceosome
RBM39,TXNL4A,Spliceosome
RBM39,SRSF3,Spliceosome
RBM39,U2AF1,Spliceosome
RBM39,SRSF2,Spliceosome
RBM39,SRSF11,Spliceosome
RBM39,SRSF1,Spliceosome
RBM39,SRSF4,Spliceosome
RBM39,SF3A3,Spliceosome
RBM39,SRSF9,Spliceosome
RBM39,SRSF5,Spliceosome
RBM39,SRSF6,Spliceosome
RBM39,SF3B2,Spliceosome
RBM39,SNW1,Spliceosome
RBM39,THOC5,Spliceosome
RBM39,WTAP,Spliceosome
RBM39,RNPS1,Spliceosome
RBM39,SF3B3,Spliceosome
RBM39,SF3B4,Spliceosome
RBM39,SF3A2,Spliceosome
RBM39,SF3A1,Spliceosome
RBM39,SF1,Spliceosome
RBM39,SRSF7,Spliceosome
RBM39,SMU1,Spliceosome
RBM39,USP39,Spliceosome
RBM39,THOC7,Spliceosome
RBM39,THOC6,Spliceosome
RBM39,SRRM1,Spliceosome
RBM39,THOC2,Spliceosome
RBM39,SNRNP27,Spliceosome
RBM39,SNRNP40,Spliceosome
RBM39,THOC1,Spliceosome
RBM39,THOC3,Spliceosome
RBM39,SPEN,Spliceosome
RBM39,SRRT,Spliceosome
RBM39,XAB2,Spliceosome
RBM39,TFIP11,Spliceosome
RBM39,SRRM2,Spliceosome
RBM39,WBP11,Spliceosome
RBM39,SF3B6,Spliceosome
RBM39,RBM8A,Spliceosome
DHX8,IGF2BP3,Spliceosome
DHX8,TCERG1,Spliceosome
DHX8,U2SURP,Spliceosome
DHX8,PPM1G,Spliceosome
DHX8,PRPF4,Spliceosome
DHX8,SART1,Spliceosome
DHX8,PRPF3,Spliceosome
DHX8,PPIH,Spliceosome
DHX8,PLRG1,Spliceosome
DHX8,ZNF207,Spliceosome
DHX8,HTATSF1,Spliceosome
DHX8,NUDT21,Spliceosome
DHX8,PRPF40A,Spliceosome
DHX8,SF3B1,Spliceosome
DHX8,SNRNP200,Spliceosome
DHX8,DNAJC8,Spliceosome
DHX8,SMNDC1,Spliceosome
DHX8,PRPF6,Spliceosome
DHX8,LUC7L3,Spliceosome
DHX8,SLU7,Spliceosome
DHX8,SYF2,Spliceosome
DHX8,SNRPB2,Spliceosome
DHX8,SNRNP70,Spliceosome
DHX8,SNRPA,Spliceosome
DHX8,SNRPC,Spliceosome
DHX8,SNRPA1,Spliceosome
DHX8,PABPC1,Spliceosome
DHX8,SNRPB,Spliceosome
DHX8,U2AF2,Spliceosome
DHX8,EIF4A3,Spliceosome
DHX8,MTREX,Spliceosome
DHX8,RBM25,Spliceosome
DHX8,NCBP2,Spliceosome
DHX8,MFAP1,Spliceosome
DHX8,SNU13,Spliceosome
DHX8,MAGOH,Spliceosome
DHX8,SNRPE,Spliceosome
DHX8,SNRPF,Spliceosome
DHX8,SNRPG,Spliceosome
DHX8,LSM3,Spliceosome
DHX8,LSM6,Spliceosome
DHX8,SNRPD1,Spliceosome
DHX8,SNRPD2,Spliceosome
DHX8,SNRPD3,Spliceosome
DHX8,TRA2B,Spliceosome
DHX8,TXNL4A,Spliceosome
DHX8,SRSF3,Spliceosome
DHX8,U2AF1,Spliceosome
DHX8,SRSF2,Spliceosome
DHX8,SRSF11,Spliceosome
DHX8,SRSF1,Spliceosome
DHX8,SRSF4,Spliceosome
DHX8,DHX9,Spliceosome
DHX8,NCBP1,Spliceosome
DHX8,SF3A3,Spliceosome
DHX8,IK,Spliceosome
DHX8,SRSF9,Spliceosome
DHX8,SRSF5,Spliceosome
DHX8,SRSF6,Spliceosome
DHX8,PPIL2,Spliceosome
DHX8,SF3B2,Spliceosome
DHX8,PRPF4B,Spliceosome
DHX8,SNW1,Spliceosome
DHX8,THOC5,Spliceosome
DHX8,RBM39,Spliceosome
DHX8,WTAP,Spliceosome
DHX8,EFTUD2,Spliceosome
DHX8,RNPS1,Spliceosome
DHX8,SF3B3,Spliceosome
DHX8,SF3B4,Spliceosome
DHX8,SF3A2,Spliceosome
DHX8,SF3A1,Spliceosome
DHX8,SF1,Spliceosome
DHX8,SRSF7,Spliceosome
DHX8,SMU1,Spliceosome
DHX8,FNBP3,Spliceosome
DHX8,USP39,Spliceosome
DHX8,KIAA1429,Spliceosome
DHX8,THOC7,Spliceosome
DHX8,PRPF8,Spliceosome
DHX8,THOC6,Spliceosome
DHX8,SRRM1,Spliceosome
DHX8,THOC2,Spliceosome
DHX8,SNRNP27,Spliceosome
DHX8,PRPF31,Spliceosome
DHX8,PPWD1,Spliceosome
DHX8,SNRNP40,Spliceosome
DHX8,THOC1,Spliceosome
DHX8,RBM17,Spliceosome
DHX8,THOC3,Spliceosome
DHX8,RBM15,Spliceosome
DHX8,SPEN,Spliceosome
DHX8,PRPF18,Spliceosome
DHX8,SRRT,Spliceosome
DHX8,PPIL3,Spliceosome
DHX8,MOV10,Spliceosome
DHX8,XAB2,Spliceosome
DHX8,RBM22,Spliceosome
DHX8,TFIP11,Spliceosome
DHX8,PUF60,Spliceosome
DHX8,LSM7,Spliceosome
DHX8,ISY1,Spliceosome
DHX8,PRPF19,Spliceosome
DHX8,PPIE,Spliceosome
DHX8,SRRM2,Spliceosome
DHX8,WBP11,Spliceosome
DHX8,LSM2,Spliceosome
DHX8,SF3B6,Spliceosome
DHX8,PPIL1,Spliceosome
DHX8,LSM4,Spliceosome
DHX8,PAXBP1,Spliceosome
DHX8,RBM8A,Spliceosome
WTAP,ZNF207,Spliceosome
WTAP,XAB2,Spliceosome
EFTUD2,IGF2BP3,Spliceosome
EFTUD2,TCERG1,Spliceosome
EFTUD2,U2SURP,Spliceosome
EFTUD2,PPM1G,Spliceosome
EFTUD2,PRPF4,Spliceosome
EFTUD2,SART1,Spliceosome
EFTUD2,PRPF3,Spliceosome
EFTUD2,PPIH,Spliceosome
EFTUD2,PLRG1,Spliceosome
EFTUD2,ZNF207,Spliceosome
EFTUD2,HTATSF1,Spliceosome
EFTUD2,NUDT21,Spliceosome
EFTUD2,PRPF40A,Spliceosome
EFTUD2,SF3B1,Spliceosome
EFTUD2,SNRNP200,Spliceosome
EFTUD2,SMNDC1,Spliceosome
EFTUD2,PRPF6,Spliceosome
EFTUD2,LUC7L3,Spliceosome
EFTUD2,SLU7,Spliceosome
EFTUD2,SYF2,Spliceosome
EFTUD2,SNRPB2,Spliceosome
EFTUD2,SNRNP70,Spliceosome
EFTUD2,SNRPA,Spliceosome
EFTUD2,SNRPC,Spliceosome
EFTUD2,SNRPA1,Spliceosome
EFTUD2,PABPC1,Spliceosome
EFTUD2,SNRPB,Spliceosome
EFTUD2,U2AF2,Spliceosome
EFTUD2,EIF4A3,Spliceosome
EFTUD2,MTREX,Spliceosome
EFTUD2,RBM25,Spliceosome
EFTUD2,NCBP2,Spliceosome
EFTUD2,MFAP1,Spliceosome
EFTUD2,SNU13,Spliceosome
EFTUD2,MAGOH,Spliceosome
EFTUD2,SNRPE,Spliceosome
EFTUD2,SNRPF,Spliceosome
EFTUD2,SNRPG,Spliceosome
EFTUD2,LSM3,Spliceosome
EFTUD2,LSM6,Spliceosome
EFTUD2,SNRPD1,Spliceosome
EFTUD2,SNRPD2,Spliceosome
EFTUD2,SNRPD3,Spliceosome
EFTUD2,TRA2B,Spliceosome
EFTUD2,TXNL4A,Spliceosome
EFTUD2,SRSF3,Spliceosome
