domain,total_domain_protein_count,groups,group_count,average_domain_protein_count_per_group,mean_coverage,std_coverage
"DAZ-associated protein 1, RNA recognition motif 2",2,41; 223,2,1.0,0.18333333333333335,0.023570226039551587
DBC1/CARP1 catalytically inactive NUDIX hydrolase domain,2,160; 228,2,1.0,0.08391608391608392,0.009889605331280384
"DBP10, C-terminal",1,84,1,1.0,0.1,0.0
"DC-UbP/UBTD2, N-terminal domain",1,60,1,1.0,0.08333333333333333,0.0
"DC-UbP/UBTD2, N-terminal domain superfamily",1,60,1,1.0,0.08333333333333333,0.0
DDE superfamily endonuclease domain,1,14,1,1.0,0.14285714285714285,0.0
DDRGK domain containing protein,1,85,1,1.0,0.043478260869565216,0.0
DDT domain,1,136,1,1.0,0.034482758620689655,0.0
"DDX18/Has1, DEAD-box helicase domain",2,226; 234,2,1.0,0.018028846153846152,0.010765247469987502
"DDX41, DEAD-box helicase domain",1,111,1,1.0,0.05555555555555555,0.0
"DDX47/Rrp3, DEAD-box helicase domain",1,102,1,1.0,0.3333333333333333,0.0
"DDX52/Rok1, DEAD-box helicase domain",1,75,1,1.0,0.022222222222222223,0.0
"DDX54/DBP10 family, DEAD-box helicase domain",1,84,1,1.0,0.1,0.0
"DEAD box protein 17, ATP-binding domain",3,32; 56; 216,3,1.0,0.15317460317460316,0.09210111437072602
"DEAD-box helicase, OB fold",4,29; 148; 153; 228,4,1.0,0.07756410256410257,0.020791377872085716
DEAD/DEAH box helicase domain,35,14; 29; 30; 32; 38; 44; 56; 61; 75; 84; 100; 102; 107; 110; 111; 114; 122; 140; 148; 151; 153; 156; 179; 193; 197; 200; 205; 210; 216; 226; 228; 230; 234,33,1.0606060606060606,0.11788712353082838,0.09240227709918097
"DEK, C-terminal",2,104; 133,2,1.0,0.07692307692307693,0.0
"DExH-box ATP-dependent RNA helicase, R3H domain",1,228,1,1.0,0.07692307692307693,0.0
DFDF domain,1,209,1,1.0,0.07692307692307693,0.0
DG-type SEA domain,1,168,1,1.0,0.3333333333333333,0.0
DHS-like NAD/FAD-binding domain superfamily,5,29; 34; 62; 69; 79,5,1.0,0.08324786324786324,0.05550244009196246
"DHX15, DEXH-box helicase domain",1,153,1,1.0,0.08333333333333333,0.0
"DHX9, DEXH-box helicase domain",1,29,1,1.0,0.1,0.0
"DHX9, first double-stranded RNA binding domain",1,29,1,1.0,0.1,0.0
"DHX9, second double-stranded RNA binding domain",1,29,1,1.0,0.1,0.0
"DJBP, EF-hand domain",1,193,1,1.0,0.05,0.0
DMAP1-binding domain,1,104,1,1.0,0.07692307692307693,0.0
"DNA (cytosine-5)-methyltransferase 1, replication foci domain",1,104,1,1.0,0.07692307692307693,0.0
DNA (cytosine-5)-methyltransferase 1-like,1,104,1,1.0,0.07692307692307693,0.0
"DNA binding HTH domain, Psq-type",1,14,1,1.0,0.14285714285714285,0.0
"DNA breaking-rejoining enzyme, catalytic core",1,44,1,1.0,0.0625,0.0
DNA glycosylase,1,206,1,1.0,0.06666666666666667,0.0
"DNA helicase, ATP-dependent, RecQ type",3,30; 140; 197,3,1.0,0.1517094017094017,0.10655946700676651
"DNA methylase, C-5 cytosine-specific, active site",1,104,1,1.0,0.07692307692307693,0.0
"DNA methylase, C-5 cytosine-specific, conserved site",1,104,1,1.0,0.07692307692307693,0.0
DNA methyltransferase 1-associated 1,1,9,1,1.0,0.06666666666666667,0.0
DNA mismatch repair Msh2-type,1,155,1,1.0,0.04,0.0
DNA mismatch repair MutS family,2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
"DNA mismatch repair protein Msh2, ATP-binding cassette domain",1,155,1,1.0,0.04,0.0
"DNA mismatch repair protein MutS, C-terminal",2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
"DNA mismatch repair protein MutS, N-terminal",2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
"DNA mismatch repair protein MutS, clamp",2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
"DNA mismatch repair protein MutS, connector domain",2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
"DNA mismatch repair protein MutS, core",2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
"DNA mismatch repair protein MutS, core domain superfamily",2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
"DNA mismatch repair protein MutS-like, N-terminal",2,155; 169,2,1.0,0.18666666666666665,0.20741798914805393
DNA mismatch repair protein MutS/MSH,1,169,1,1.0,0.3333333333333333,0.0
"DNA mismatch repair, conserved site",1,72,1,1.0,0.5,0.0
"DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal",4,75; 93; 97; 107,4,1.0,0.039060504469987226,0.01691141505285565
DNA polymerase V/Myb-binding protein 1A,3,3; 5; 90,3,1.0,0.1975438596491228,0.2620108334089223
"DNA recombination and repair protein RecA, monomer-monomer interface",1,121,1,1.0,0.16666666666666666,0.0
"DNA repair protein Rad50, eukaryotes",1,205,1,1.0,0.05263157894736842,0.0
"DNA repair protein XRCC4-like, C-terminal",3,12; 49; 215,3,1.0,0.13992673992673993,0.06159076793255298
"DNA replication factor RFC1, C-terminal",1,107,1,1.0,0.037037037037037035,0.0
DNA replication licensing factor Mcm6,1,201,1,1.0,0.030303030303030304,0.0
"DNA topoisomerase 2, TOPRIM domain",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
DNA topoisomerase I,1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, DNA binding, N-terminal domain 1",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, DNA binding, N-terminal domain 2",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, DNA binding, eukaryotic-type",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, DNA-binding domain",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, active site",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, catalytic core, alpha/beta subdomain",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, catalytic core, eukaryotic-type",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase I, eukaryotic-type",1,44,1,1.0,0.0625,0.0
"DNA topoisomerase II, eukaryotic-type",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA topoisomerase, type IIA",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA topoisomerase, type IIA, alpha-helical domain superfamily",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA topoisomerase, type IIA, conserved site",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA topoisomerase, type IIA, domain A",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA topoisomerase, type IIA, domain A, alpha-beta",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA topoisomerase, type IIA, subunit B, C-terminal",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA topoisomerase, type IIA, subunit B, domain 2",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA topoisomerase, type IIA-like domain superfamily",2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
"DNA-PKcs, N-terminal",1,160,1,1.0,0.09090909090909091,0.0
DNA-binding domain superfamily,2,13; 65,2,1.0,0.04102167182662539,0.016418888108046766
"DNA-dependent protein kinase catalytic subunit, CC1/2",1,160,1,1.0,0.09090909090909091,0.0
"DNA-dependent protein kinase catalytic subunit, CC3",1,160,1,1.0,0.09090909090909091,0.0
"DNA-dependent protein kinase catalytic subunit, CC5",1,160,1,1.0,0.09090909090909091,0.0
"DNA-dependent protein kinase catalytic subunit, catalytic domain",1,160,1,1.0,0.09090909090909091,0.0
DNA-directed RNA polymerase subunit Rpo5/Rpb5,1,109,1,1.0,0.07692307692307693,0.0
"DNA-directed RNA polymerase, C-terminal domain, phage-type",1,163,1,1.0,0.2,0.0
"DNA-directed RNA polymerase, N-terminal",1,163,1,1.0,0.2,0.0
"DNA-directed RNA polymerase, N-terminal domain superfamily",1,163,1,1.0,0.2,0.0
"DNA-directed RNA polymerase, phage-type",1,163,1,1.0,0.2,0.0
"DNA-directed RNA polymerase, subunit 2",1,180,1,1.0,0.06666666666666667,0.0
"DNA-directed RNA polymerase, subunit 2, hybrid-binding domain",1,180,1,1.0,0.06666666666666667,0.0
"DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily",1,180,1,1.0,0.06666666666666667,0.0
"DNA-directed RNA polymerase, subunit beta-prime",1,58,1,1.0,0.07692307692307693,0.0
"DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site",6,29; 140; 148; 153; 197; 222,6,1.0,0.0915954415954416,0.04627924296920292
DNA/RNA non-specific endonuclease,2,105; 222,2,1.0,0.08680555555555555,0.034373246307679385
DNA/RNA non-specific endonuclease superfamily,2,105; 222,2,1.0,0.08680555555555555,0.034373246307679385
DNA/RNA polymerase superfamily,1,163,1,1.0,0.2,0.0
"DNA2/NAM7 helicase, helicase domain",3,24; 118; 201,3,1.0,0.1101010101010101,0.08529823084260948
"DNA2/NAM7 helicase-like, C-terminal",3,24; 118; 201,3,1.0,0.1101010101010101,0.08529823084260948
DNA2/NAM7-like helicase,3,24; 118; 201,3,1.0,0.1101010101010101,0.08529823084260948
"DPF1-3, N-terminal domain",1,174,1,1.0,0.2,0.0
DPM1-like,2,98; 129,2,1.0,0.059343434343434344,0.04464057962036285
DSBA-like thioredoxin domain,1,85,1,1.0,0.043478260869565216,0.0
DTHCT,2,46; 91,2,1.0,0.04554655870445344,0.010019731717218282
DWNN domain,1,112,1,1.0,0.09090909090909091,0.0
DZF domain,3,18; 183; 234,3,1.0,0.04323830409356725,0.029277821543948417
"DZF domain, C-terminal",3,18; 183; 234,3,1.0,0.04323830409356725,0.029277821543948417
"DZF domain, N-terminal",3,18; 183; 234,3,1.0,0.04323830409356725,0.029277821543948417
Dbl homology (DH) domain,3,50; 136; 228,3,1.0,0.0579686118479222,0.021579973664038157
Dbl homology (DH) domain superfamily,3,50; 136; 228,3,1.0,0.0579686118479222,0.021579973664038157
Death domain,4,24; 79; 113; 146,4,1.0,0.09979395604395605,0.07862244271050074
Death-like domain superfamily,6,24; 79; 107; 113; 146; 184,6,1.0,0.12825769909103243,0.12013528133878829
"Dehydrogenase, E1 component",5,40; 47; 68; 122; 216,5,1.0,0.08285714285714285,0.04757140473806543
Delta l-pyrroline-5-carboxylate synthetase,1,226,1,1.0,0.02564102564102564,0.0
Delta(24)-sterol reductase,1,193,1,1.0,0.05,0.0
"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase Ech1-like",1,23,1,1.0,0.07142857142857142,0.0
DeoC/FbaB/LacD aldolase,1,14,1,1.0,0.14285714285714285,0.0
Deoxynucleoside kinase,1,44,1,1.0,0.0625,0.0
Deoxynucleoside kinase domain,2,44; 95,2,1.0,0.047379032258064516,0.021384277656851237
Deoxyribose-phosphate aldolase,1,14,1,1.0,0.14285714285714285,0.0
Dephospho-CoA kinase,1,139,1,1.0,0.05555555555555555,0.0
Derlin,3,97; 99; 100,3,1.0,0.0599791013584117,0.03509058666711211
"Desmoplakin, SH3 domain",9,50; 57; 107; 131; 155; 200; 202; 203; 220,9,1.0,0.12045848989085704,0.148679194254871
"Desmoplakin, spectrin-like domain",9,50; 57; 107; 131; 155; 200; 202; 203; 220,9,1.0,0.12045848989085704,0.148679194254871
Desmosomal cadherin,3,111; 148; 226,3,1.0,0.04373219373219373,0.015911751052599142
Developmentally regulated GTP-binding protein,1,139,1,1.0,0.05555555555555555,0.0
Diacylglycerol O-acyltransferase 1,1,153,1,1.0,0.08333333333333333,0.0
"Diacylglycerol kinase, catalytic domain",1,79,1,1.0,0.038461538461538464,0.0
Diacylglycerol/phorbol-ester binding,2,186; 195,2,1.0,0.2222222222222222,0.15713484026367722
Diaphanous autoregulatory (DAD) domain,1,28,1,1.0,0.3333333333333333,0.0
Dihydrolipoamide acetyltransferase/Pyruvate dehydrogenase protein X component,2,94; 116,2,1.0,0.18333333333333335,0.023570226039551608
Dihydrolipoamide dehydrogenase,1,69,1,1.0,0.027777777777777776,0.0
Dihydrolipoamide succinyltransferase,1,85,1,1.0,0.043478260869565216,0.0
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,2,94; 116,2,1.0,0.18333333333333335,0.023570226039551608
"Dihydroorotase, conserved site",1,54,1,1.0,0.045454545454545456,0.0
Dilute domain,2,13; 130,2,1.0,0.05316742081447964,0.03359557105184954
Dimeric alpha-beta barrel,3,75; 197; 198,3,1.0,0.1868945868945869,0.27127878397492433
"Dipeptidylpeptidase IV, N-terminal domain",1,111,1,1.0,0.05555555555555555,0.0
Disintegrin domain,2,148; 149,2,1.0,0.04015151515151515,0.013927860841553211
Disintegrin domain superfamily,2,148; 149,2,1.0,0.04015151515151515,0.013927860841553211
"Disintegrin, conserved site",1,148,1,1.0,0.05,0.0
Disks large 1-like,1,226,1,1.0,0.02564102564102564,0.0
"Disks large homolog 1-4, PDZ-associated domain",1,226,1,1.0,0.02564102564102564,0.0
"Disks large homologue 1, N-terminal PEST domain",1,226,1,1.0,0.02564102564102564,0.0
Distal membrane-arm assembly complex protein 1-like domain,1,188,1,1.0,0.16666666666666666,0.0
DnaJ domain,16,25; 27; 35; 47; 48; 65; 69; 73; 75; 99; 104; 144; 154; 169; 211,15,1.0666666666666667,0.14256240646733007,0.1543344792685491
"DnaJ domain, conserved site",11,25; 27; 65; 73; 75; 99; 144; 154; 169; 211,10,1.1,0.14538581301739195,0.13620294072136332
DnaJ homolog subfamily A member 1/2-like,1,75,1,1.0,0.022222222222222223,0.0
DnaJ homolog subfamily B member 2/6-like,3,25; 27; 154,3,1.0,0.14603174603174604,0.06672333192693239
"DnaJ homolog subfamily C member 16, TRX domain",1,169,1,1.0,0.3333333333333333,0.0
DnaJ homologue subfamily C member 10,1,48,1,1.0,0.03225806451612903,0.0
"DnaJ homologue subfamily C, GRV2/DNAJC13",1,104,1,1.0,0.07692307692307693,0.0
"DnaJ homologue subfamily C, GRV2/DNAJC13, N-terminal domain",1,104,1,1.0,0.07692307692307693,0.0
"DnaJ-like protein C11, C-terminal",1,144,1,1.0,0.06666666666666667,0.0
Dolichol-phosphate mannosyltransferase subunit 3,1,149,1,1.0,0.030303030303030304,0.0
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit,3,79; 80; 146,3,1.0,0.19139194139194138,0.26726594850034774
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1,1,16,1,1.0,0.04,0.0
Dolichyl-phosphate beta-glucosyltransferase,1,65,1,1.0,0.05263157894736842,0.0
Domain of unknown function DUF1087,1,222,1,1.0,0.1111111111111111,0.0
Domain of unknown function DUF1899,1,92,1,1.0,0.1,0.0
"Domain of unknown function DUF1977, DnaJ-like",2,73; 154,2,1.0,0.12272727272727274,0.10928013891064826
Domain of unknown function DUF3456,1,95,1,1.0,0.03225806451612903,0.0
Domain of unknown function DUF3504,1,76,1,1.0,0.05263157894736842,0.0
Domain of unknown function DUF382,1,234,1,1.0,0.010416666666666666,0.0
Domain of unknown function DUF4149,2,13; 31,2,1.0,0.06470588235294118,0.04991341984846218
Domain of unknown function DUF4174,1,215,1,1.0,0.2,0.0
Domain of unknown function DUF4217,2,226; 234,2,1.0,0.018028846153846152,0.010765247469987502
Domain of unknown function DUF4378,1,123,1,1.0,0.058823529411764705,0.0
Domain of unknown function DUF4757,1,202,1,1.0,0.043478260869565216,0.0
Domain of unknown function DUF5600,3,1; 139; 157,3,1.0,0.06034858387799564,0.005710388854937325
Double-stranded RNA-binding domain,9,16; 29; 97; 202; 205; 210; 234,7,1.2857142857142858,0.05755443430429853,0.03282884213088349
Dpy-19/Dpy-19-like,1,79,1,1.0,0.038461538461538464,0.0
"Dual specificity phosphatase, catalytic domain",2,58; 68,2,1.0,0.07179487179487179,0.0072523772429389476
Dual specificity protein phosphatase domain,3,47; 58; 68,3,1.0,0.06373626373626373,0.014870170791343914
"Dullard phosphatase domain, eukaryotic",2,71; 125,2,1.0,0.05964912280701754,0.009924305700863827
Dynamin,3,16; 57; 92,3,1.0,0.07444444444444444,0.030971910810591904
Dynamin GTPase effector,1,92,1,1.0,0.1,0.0
Dynamin stalk domain,1,92,1,1.0,0.1,0.0
"Dynamin, GTPase domain",3,16; 57; 92,3,1.0,0.07444444444444444,0.030971910810591904
"Dynamin, GTPase region, conserved site",1,92,1,1.0,0.1,0.0
"Dynamin, N-terminal",8,1; 10; 16; 57; 92; 111; 139; 157,8,1.0,0.06582516339869281,0.018527058822343605
"Dynamin-binding protein, first C-terminal SH3 domain",1,50,1,1.0,0.0625,0.0
"Dynamin-binding protein, first N-terminal SH3 domain",1,50,1,1.0,0.0625,0.0
"Dynamin-binding protein, second N-terminal SH3 domain",1,50,1,1.0,0.0625,0.0
"Dynamin-binding protein, third N-terminal SH3 domain",1,50,1,1.0,0.0625,0.0
"Dynamin-like GTPase OPA1, C-terminal",2,16; 57,2,1.0,0.06166666666666666,0.03064129385141706
Dynamin-type guanine nucleotide-binding (G) domain,8,1; 10; 16; 57; 92; 111; 139; 157,8,1.0,0.06582516339869281,0.018527058822343605
Dynein associated protein,1,71,1,1.0,0.05263157894736842,0.0
Dynein heavy chain,6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain 3, AAA+ lid domain",5,19; 69; 116; 145; 210,5,1.0,0.07883541295306,0.05408082252755123
Dynein heavy chain AAA lid domain,6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
Dynein heavy chain AAA lid domain superfamily,6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
Dynein heavy chain region D6 P-loop domain,6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, AAA 5 extension domain",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, AAA module D4",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, AAA1 domain, small subdomain",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, ATP-binding dynein motor region",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, C-terminal domain",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, C-terminal domain, barrel region",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, coiled coil stalk",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, domain 2, N-terminal",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, hydrolytic ATP-binding dynein motor region",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, linker",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, linker, subdomain 3",6,19; 69; 116; 145; 207; 210,6,1.0,0.08084769261239849,0.04862184600330924
"Dynein heavy chain, tail",2,207; 210,2,1.0,0.0748663101604278,0.022687918112937352
Dynein light chain roadblock-type 1/2,1,16,1,1.0,0.04,0.0
Dynein light chain superfamily,2,24; 50,2,1.0,0.13125,0.09722718241315029
"Dynein light chain, type 1/2",2,24; 50,2,1.0,0.13125,0.09722718241315029
"Dynein light chain, type 1/2, conserved site",2,24; 50,2,1.0,0.13125,0.09722718241315029
Dyskerin-like,1,132,1,1.0,0.07142857142857142,0.0
"Dystroglycan, C-terminal",1,168,1,1.0,0.3333333333333333,0.0
Dystroglycan-type cadherin-like,1,168,1,1.0,0.3333333333333333,0.0
Dystrophin/utrophin,2,12; 13,2,1.0,0.05316742081447964,0.03359557105184955
E2 domain superfamily,4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
E3 UFM1-protein ligase 1,1,98,1,1.0,0.027777777777777776,0.0
"E3 ligase, CCCH-type zinc finger",1,210,1,1.0,0.058823529411764705,0.0
"E3 ubiquitin-protein ligase, SMURF1 type",3,44; 54,2,1.5,0.07670454545454546,0.020088260829163283
E3-binding domain superfamily,3,94; 116; 117,3,1.0,0.15252525252525254,0.05590341051321905
ECSIT,3,79; 123; 139,3,1.0,0.05094687447628624,0.010935384073368665
"ECSIT, C-terminal domain",3,79; 123; 139,3,1.0,0.05094687447628624,0.010935384073368665
"ECSIT, N-terminal",3,79; 123; 139,3,1.0,0.05094687447628624,0.010935384073368665
"EF hand associated, type-2",2,147; 177,2,1.0,0.11904761904761904,0.06734350297014738
EF-G domain III/V-like,4,73; 74; 97; 105,4,1.0,0.16060932601880878,0.22655389640415077
"EF-Hand 1, calcium-binding site",52,1; 21; 22; 30; 35; 47; 48; 56; 57; 60; 66; 67; 76; 79; 81; 91; 97; 99; 112; 113; 116; 118; 128; 139; 142; 145; 147; 157; 164; 174; 177; 180; 181; 189; 193; 200; 201; 202; 206; 207; 208; 217; 220; 221,44,1.1818181818181819,0.1475740333362231,0.13608793003130534
EF-hand domain,61,1; 12; 21; 22; 30; 35; 47; 48; 56; 57; 58; 60; 65; 66; 71; 76; 79; 81; 91; 97; 99; 112; 113; 116; 118; 128; 136; 139; 142; 145; 147; 157; 164; 171; 174; 177; 180; 181; 189; 193; 200; 201; 202; 206; 207; 208; 217; 220; 221,49,1.2448979591836735,0.1445788130346313,0.13017011565197611
EF-hand domain pair,68,1; 12; 13; 21; 22; 30; 35; 47; 48; 56; 57; 58; 60; 65; 66; 67; 71; 76; 79; 81; 91; 97; 99; 112; 113; 116; 118; 128; 136; 139; 142; 145; 147; 148; 157; 160; 164; 171; 174; 177; 180; 181; 189; 193; 200; 201; 202; 206; 207; 208; 217; 220; 221; 228; 231,55,1.2363636363636363,0.1370490093604496,0.12272793277352861
