group,group_protein_count,domain,total_domain_protein_count,domain_protein_in_group_count,coverage_of_domain_proteins_in_group,representation_of_total_domain_proteins
31,10,Band 7/SPFH domain superfamily,10,1,0.1,0.1
31,10,Beta-lactamase-related,1,1,0.1,1.0
31,10,Beta-lactamase/transpeptidase-like,2,1,0.1,0.5
31,10,CH domain superfamily,30,1,0.1,0.03333333333333333
31,10,Caldesmon,1,1,0.1,1.0
31,10,Caldesmon/lymphocyte specific protein,1,1,0.1,1.0
31,10,Calponin homology domain,30,1,0.1,0.03333333333333333
31,10,Domain of unknown function DUF4149,2,1,0.1,0.5
31,10,Erlin1/2,2,1,0.1,0.5
31,10,Filamin family,3,1,0.1,0.3333333333333333
31,10,Filamin/ABP280 repeat,3,1,0.1,0.3333333333333333
31,10,Filamin/ABP280 repeat-like,3,1,0.1,0.3333333333333333
31,10,Immunoglobulin E-set,11,1,0.1,0.09090909090909091
31,10,Immunoglobulin-like fold,55,1,0.1,0.01818181818181818
31,10,LIS1 homology motif,3,1,0.1,0.3333333333333333
31,10,LSM domain superfamily,7,1,0.1,0.14285714285714285
31,10,"Large ribosomal subunit protein uL2, domain 2",12,1,0.1,0.08333333333333333
31,10,P-loop containing nucleoside triphosphate hydrolase,269,1,0.1,0.0037174721189591076
31,10,Sm domain,7,1,0.1,0.14285714285714285
31,10,"Sm domain, eukaryotic/archaea-type",5,1,0.1,0.2
31,10,Small GTP-binding protein domain,67,1,0.1,0.014925373134328358
31,10,"Small GTPase superfamily, ARF/SAR type",12,1,0.1,0.08333333333333333
31,10,Small nuclear ribonucleoprotein Sm D2,1,1,0.1,1.0
31,10,Synaptobrevin-like,4,1,0.1,0.25
31,10,Synaptobrevin/Vesicle-associated membrane protein,2,1,0.1,0.5
31,10,TP53-binding protein 1-like,1,1,0.1,1.0
31,10,"TP53-binding protein 1-like, first BRCT domain",1,1,0.1,1.0
31,10,"TP53-binding protein 1-like, second BRCT domain",1,1,0.1,1.0
31,10,Transmembrane protein 205,2,1,0.1,0.5
31,10,Treacle protein,1,1,0.1,1.0
31,10,Treacle protein domain,1,1,0.1,1.0
31,10,Tumour suppressor p53-binding protein-1 Tudor domain,1,1,0.1,1.0
31,10,"v-SNARE, coiled-coil homology domain",4,1,0.1,0.25
32,4,"ATP-dependent RNA helicase DEAD-box, conserved site",18,1,0.25,0.05555555555555555
32,4,B-cell receptor-associated protein 29/31,2,1,0.25,0.5
32,4,"BAP29/BAP31, transmembrane domain",2,1,0.25,0.5
32,4,Bap31/Bap29 cytoplasmic coiled-coil domain,2,1,0.25,0.5
32,4,"DEAD box protein 17, ATP-binding domain",3,1,0.25,0.3333333333333333
32,4,DEAD/DEAH box helicase domain,35,1,0.25,0.02857142857142857
32,4,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.25,0.023255813953488372
32,4,"Helicase, C-terminal domain-like",43,1,0.25,0.023255813953488372
32,4,P-loop containing nucleoside triphosphate hydrolase,269,1,0.25,0.0037174721189591076
32,4,"RNA helicase, DEAD-box type, Q motif",21,1,0.25,0.047619047619047616
32,4,RNA polymerase II associated factor Paf1,3,1,0.25,0.3333333333333333
33,4,Concanavalin A-like lectin/glucanase domain superfamily,28,1,0.25,0.03571428571428571
33,4,EGF-like calcium-binding domain,14,1,0.25,0.07142857142857142
33,4,EGF-like domain,20,1,0.25,0.05
33,4,Immunoglobulin I-set,14,1,0.25,0.07142857142857142
33,4,Immunoglobulin V-set domain,10,1,0.25,0.1
33,4,Immunoglobulin subtype,21,1,0.25,0.047619047619047616
33,4,Immunoglobulin subtype 2,14,1,0.25,0.07142857142857142
33,4,Immunoglobulin-like domain,28,1,0.25,0.03571428571428571
33,4,Immunoglobulin-like domain superfamily,28,1,0.25,0.03571428571428571
33,4,Immunoglobulin-like fold,55,1,0.25,0.01818181818181818
33,4,LDL receptor-like superfamily,7,1,0.25,0.14285714285714285
33,4,Laminin G domain,7,1,0.25,0.14285714285714285
33,4,Laminin IV,3,1,0.25,0.3333333333333333
33,4,Laminin-type EGF domain,5,1,0.25,0.2
33,4,Low-density lipoprotein (LDL) receptor class A repeat,5,1,0.25,0.2
33,4,"Low-density lipoprotein (LDL) receptor class A, conserved site",5,1,0.25,0.2
33,4,P-loop containing nucleoside triphosphate hydrolase,269,1,0.25,0.0037174721189591076
33,4,SEA domain,2,1,0.25,0.5
33,4,Signal peptidase complex subunit 2,1,1,0.25,1.0
33,4,Sororin protein,1,1,0.25,1.0
33,4,Thymidylate kinase,8,1,0.25,0.125
33,4,"Thymidylate kinase, conserved site",8,1,0.25,0.125
33,4,Thymidylate kinase-like domain,8,1,0.25,0.125
34,12,14-3-3 domain,7,1,0.08333333333333333,0.14285714285714285
34,12,14-3-3 domain superfamily,7,1,0.08333333333333333,0.14285714285714285
34,12,14-3-3 protein,7,1,0.08333333333333333,0.14285714285714285
34,12,"14-3-3 protein, conserved site",7,1,0.08333333333333333,0.14285714285714285
34,12,AdoMet-dependent rRNA methyltransferase SPB1-like,1,1,0.08333333333333333,1.0
34,12,Alpha/Beta hydrolase fold,16,1,0.08333333333333333,0.0625
34,12,Armadillo-like helical,63,1,0.08333333333333333,0.015873015873015872
34,12,Armadillo-type fold,84,1,0.08333333333333333,0.011904761904761904
34,12,Cyclin-like domain,3,1,0.08333333333333333,0.3333333333333333
34,12,Cyclin-like superfamily,3,1,0.08333333333333333,0.3333333333333333
34,12,DHS-like NAD/FAD-binding domain superfamily,5,1,0.08333333333333333,0.2
34,12,Electron transfer flavoprotein alpha subunit/FixB,2,1,0.08333333333333333,0.5
34,12,"Electron transfer flavoprotein subunit alpha, conserved site",2,1,0.08333333333333333,0.5
34,12,"Electron transfer flavoprotein, alpha subunit, C-terminal",2,1,0.08333333333333333,0.5
34,12,"Electron transfer flavoprotein, alpha subunit, N-terminal",2,1,0.08333333333333333,0.5
34,12,"Electron transfer flavoprotein, alpha/beta-subunit, N-terminal",3,1,0.08333333333333333,0.3333333333333333
34,12,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.08333333333333333,0.023255813953488372
34,12,"Helicase, C-terminal domain-like",43,1,0.08333333333333333,0.023255813953488372
34,12,Homeobox-like domain superfamily,11,1,0.08333333333333333,0.09090909090909091
34,12,"ISWI, HAND domain",2,1,0.08333333333333333,0.5
34,12,"ISWI, HAND domain superfamily",2,1,0.08333333333333333,0.5
34,12,Immunoglobulin-like fold,55,1,0.08333333333333333,0.01818181818181818
34,12,"NBR1, PB1 domain",1,1,0.08333333333333333,1.0
34,12,"Next to BRCA1, central domain",1,1,0.08333333333333333,1.0
34,12,P-loop containing nucleoside triphosphate hydrolase,269,1,0.08333333333333333,0.0037174721189591076
34,12,PB1 domain,3,1,0.08333333333333333,0.3333333333333333
34,12,"Phosphatidylinositol 4,5-bisphosphate 4-phosphatase",2,1,0.08333333333333333,0.5
34,12,Phosphatidylinositol-glycan biosynthesis class S protein,1,1,0.08333333333333333,1.0
34,12,Phospholipase/carboxylesterase/thioesterase,4,1,0.08333333333333333,0.25
34,12,Protein Yip1/4-like,1,1,0.08333333333333333,1.0
34,12,Retinoblastoma protein family,1,1,0.08333333333333333,1.0
34,12,"Retinoblastoma-associated protein, A-box",1,1,0.08333333333333333,1.0
34,12,"Retinoblastoma-associated protein, B-box",1,1,0.08333333333333333,1.0
34,12,"Retinoblastoma-associated protein, C-terminal",1,1,0.08333333333333333,1.0
34,12,"Retinoblastoma-associated protein, N-terminal",1,1,0.08333333333333333,1.0
34,12,Ribosomal RNA large subunit methyltransferase E,3,1,0.08333333333333333,0.3333333333333333
34,12,"Ribosomal RNA methyltransferase Spb1, domain of unknown function DUF3381",1,1,0.08333333333333333,1.0
34,12,"Ribosomal RNA methyltransferase, FtsJ domain",3,1,0.08333333333333333,0.3333333333333333
34,12,"Ribosomal RNA methyltransferase, SPB1-like, C-terminal",1,1,0.08333333333333333,1.0
34,12,Rossmann-like alpha/beta/alpha sandwich fold,16,1,0.08333333333333333,0.0625
34,12,S-adenosyl-L-methionine-dependent methyltransferase superfamily,19,1,0.08333333333333333,0.05263157894736842
34,12,SANT domain,4,1,0.08333333333333333,0.25
34,12,SANT/Myb domain,6,1,0.08333333333333333,0.16666666666666666
34,12,SCP2 sterol-binding domain,7,1,0.08333333333333333,0.14285714285714285
34,12,SCP2 sterol-binding domain superfamily,7,1,0.08333333333333333,0.14285714285714285
34,12,SLIDE domain,2,1,0.08333333333333333,0.5
34,12,"SNF2, N-terminal",8,1,0.08333333333333333,0.125
34,12,"SNF2-like, N-terminal domain superfamily",8,1,0.08333333333333333,0.125
34,12,"SNF2/RAD5-like, C-terminal helicase domain",8,1,0.08333333333333333,0.125
34,12,"Telomere-associated protein Rif1, N-terminal",1,1,0.08333333333333333,1.0
34,12,"Thiolase, C-terminal",6,1,0.08333333333333333,0.16666666666666666
34,12,"Thiolase, N-terminal",6,1,0.08333333333333333,0.16666666666666666
34,12,"Thiolase, acyl-enzyme intermediate active site",6,1,0.08333333333333333,0.16666666666666666
34,12,"Thiolase, conserved site",6,1,0.08333333333333333,0.16666666666666666
34,12,Thiolase-like,7,1,0.08333333333333333,0.14285714285714285
34,12,UBA-like superfamily,12,1,0.08333333333333333,0.08333333333333333
34,12,Ubiquitin-associated domain,10,1,0.08333333333333333,0.1
34,12,Yip1 domain,1,1,0.08333333333333333,1.0
34,12,"Zinc finger, ZZ-type",5,1,0.08333333333333333,0.2
34,12,"Zinc finger, ZZ-type superfamily",5,1,0.08333333333333333,0.2
35,2,Chaperone J-domain superfamily,17,1,0.5,0.058823529411764705
35,2,DnaJ domain,16,1,0.5,0.0625
35,2,"EF-Hand 1, calcium-binding site",52,1,0.5,0.019230769230769232
35,2,EF-hand domain,61,1,0.5,0.01639344262295082
35,2,EF-hand domain pair,68,1,0.5,0.014705882352941176
36,2,AAA+ ATPase domain,54,1,0.5,0.018518518518518517
36,2,"ATPase, dynein-related, AAA domain",2,1,0.5,0.5
36,2,Midasin,1,1,0.5,1.0
36,2,Midasin AAA lid domain 5,1,1,0.5,1.0
36,2,"Midasin, AAA lid domain 7",1,1,0.5,1.0
36,2,"Midasin, lid domain 4",1,1,0.5,1.0
36,2,P-loop containing nucleoside triphosphate hydrolase,269,1,0.5,0.0037174721189591076
36,2,Phosphatidyl serine synthase,4,1,0.5,0.25
36,2,von Willebrand factor A-like domain superfamily,29,1,0.5,0.034482758620689655
36,2,"von Willebrand factor, type A",18,1,0.5,0.05555555555555555
37,2,"COQ9, C-terminal domain",1,1,0.5,1.0
37,2,"Phosphoribosyl pyrophosphate synthetase, conserved site",1,1,0.5,1.0
37,2,Phosphoribosyltransferase domain,1,1,0.5,1.0
37,2,Phosphoribosyltransferase-like,1,1,0.5,1.0
37,2,Ribose-phosphate pyrophosphokinase,1,1,0.5,1.0
37,2,"Ribose-phosphate pyrophosphokinase, N-terminal domain",1,1,0.5,1.0
37,2,"Ribose-phosphate pyrophosphokinase, bacterial-type",1,1,0.5,1.0
37,2,Ubiquinone biosynthesis protein COQ9,1,1,0.5,1.0
37,2,"Ubiquinone biosynthesis protein COQ9, HTH domain",1,1,0.5,1.0
38,3,"ATP-dependent RNA helicase DEAD-box, conserved site",18,1,0.3333333333333333,0.05555555555555555
38,3,Armadillo-like helical,63,1,0.3333333333333333,0.015873015873015872
38,3,Armadillo-type fold,84,1,0.3333333333333333,0.011904761904761904
38,3,DEAD/DEAH box helicase domain,35,1,0.3333333333333333,0.02857142857142857
38,3,EGF-like domain,20,1,0.3333333333333333,0.05
38,3,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.3333333333333333,0.023255813953488372
38,3,"Helicase, C-terminal domain-like",43,1,0.3333333333333333,0.023255813953488372
38,3,Laminin IV,3,1,0.3333333333333333,0.3333333333333333
38,3,"Laminin, N-terminal",2,1,0.3333333333333333,0.5
38,3,Laminin-type EGF domain,5,1,0.3333333333333333,0.2
38,3,P-loop containing nucleoside triphosphate hydrolase,269,1,0.3333333333333333,0.0037174721189591076
38,3,"RNA helicase, DEAD-box type, Q motif",21,1,0.3333333333333333,0.047619047619047616
38,3,"Vacuolar protein 14, C-terminal Fig4-binding domain",2,1,0.3333333333333333,0.5
38,3,Vacuole morphology and inheritance protein 14,2,1,0.3333333333333333,0.5
39,4,"G protein alpha subunit, helical insertion",8,1,0.25,0.125
39,4,"G-protein alpha subunit, group 12/13",1,1,0.25,1.0
39,4,"Guanine nucleotide binding protein (G-protein), alpha subunit",8,1,0.25,0.125
39,4,HotDog domain superfamily,8,1,0.25,0.125
39,4,MaoC-like dehydratase domain,3,1,0.25,0.3333333333333333
39,4,NAD(P)-binding domain,2,1,0.25,0.5
39,4,Ras-related protein Rap1,2,1,0.25,0.5
39,4,SCP2 sterol-binding domain,7,1,0.25,0.14285714285714285
39,4,SCP2 sterol-binding domain superfamily,7,1,0.25,0.14285714285714285
39,4,Short-chain dehydrogenase/reductase SDR,24,1,0.25,0.041666666666666664
39,4,"Short-chain dehydrogenase/reductase, conserved site",11,1,0.25,0.09090909090909091
39,4,Small GTP-binding protein domain,67,1,0.25,0.014925373134328358
39,4,Small GTPase,49,1,0.25,0.02040816326530612
39,4,"Small GTPase, Ras-type",12,1,0.25,0.08333333333333333
39,4,NAD(P)-binding domain superfamily,56,2,0.5,0.03571428571428571
39,4,P-loop containing nucleoside triphosphate hydrolase,269,2,0.5,0.007434944237918215
40,6,2-oxoglutarate dehydrogenase E1 component,1,1,0.16666666666666666,1.0
40,6,"2-oxoglutarate dehydrogenase E1 component, N-terminal domain",1,1,0.16666666666666666,1.0
40,6,Aurora kinase-like,1,1,0.16666666666666666,1.0
40,6,B30.2/SPRY domain,12,1,0.16666666666666666,0.08333333333333333
40,6,B30.2/SPRY domain superfamily,12,1,0.16666666666666666,0.08333333333333333
40,6,CHCH,6,1,0.16666666666666666,0.16666666666666666
40,6,Concanavalin A-like lectin/glucanase domain superfamily,28,1,0.16666666666666666,0.03571428571428571
40,6,Cytochrome oxidase assembly factor 4-like,1,1,0.16666666666666666,1.0
40,6,"Dehydrogenase, E1 component",5,1,0.16666666666666666,0.2
40,6,"Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal",1,1,0.16666666666666666,1.0
40,6,"Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain superfamily",1,1,0.16666666666666666,1.0
40,6,"Nucleophile aminohydrolases, N-terminal",5,1,0.16666666666666666,0.2
40,6,"Proteasome alpha-subunit, N-terminal domain",2,1,0.16666666666666666,0.5
40,6,Proteasome alpha-type subunit,2,1,0.16666666666666666,0.5
40,6,Proteasome subunit alpha6,1,1,0.16666666666666666,1.0
40,6,"Proteasome, subunit alpha/beta",4,1,0.16666666666666666,0.25
40,6,SPRY domain,12,1,0.16666666666666666,0.08333333333333333
40,6,SPRY domain-containing protein 7,2,1,0.16666666666666666,0.5
40,6,Thiamin diphosphate-binding fold,9,1,0.16666666666666666,0.1111111111111111
40,6,"Transketolase-like, pyrimidine-binding domain",3,1,0.16666666666666666,0.3333333333333333
40,6,Protein kinase domain,32,2,0.3333333333333333,0.0625
40,6,"Protein kinase, ATP binding site",27,2,0.3333333333333333,0.07407407407407407
40,6,Protein kinase-like domain superfamily,40,2,0.3333333333333333,0.05
40,6,"Serine/threonine-protein kinase, active site",21,2,0.3333333333333333,0.09523809523809523
41,6,ANTH domain superfamily,3,1,0.16666666666666666,0.3333333333333333
41,6,AP180 N-terminal homology (ANTH) domain,3,1,0.16666666666666666,0.3333333333333333
41,6,Armadillo-like helical,63,1,0.16666666666666666,0.015873015873015872
41,6,Armadillo-type fold,84,1,0.16666666666666666,0.011904761904761904
41,6,C1-like domain superfamily,5,1,0.16666666666666666,0.2
41,6,Calreticulin/calnexin,3,1,0.16666666666666666,0.3333333333333333
41,6,"Calreticulin/calnexin, P domain superfamily",3,1,0.16666666666666666,0.3333333333333333
41,6,"Calreticulin/calnexin, conserved site",3,1,0.16666666666666666,0.3333333333333333
41,6,Clathrin coat assembly protein AP180-like,3,1,0.16666666666666666,0.3333333333333333
41,6,Concanavalin A-like lectin/glucanase domain superfamily,28,1,0.16666666666666666,0.03571428571428571
41,6,"DAZ-associated protein 1, RNA recognition motif 1",2,1,0.16666666666666666,0.5
41,6,"DAZ-associated protein 1, RNA recognition motif 2",2,1,0.16666666666666666,0.5
41,6,ENTH domain,4,1,0.16666666666666666,0.25
41,6,ENTH/VHS,6,1,0.16666666666666666,0.16666666666666666
41,6,FATC domain,5,1,0.16666666666666666,0.2
41,6,FKBP12-rapamycin binding domain,1,1,0.16666666666666666,1.0
41,6,FKBP12-rapamycin binding domain superfamily,1,1,0.16666666666666666,1.0
41,6,PDZ domain,23,1,0.16666666666666666,0.043478260869565216
41,6,PDZ domain 6,2,1,0.16666666666666666,0.5
41,6,PDZ domain-containing protein 8,2,1,0.16666666666666666,0.5
41,6,PDZ superfamily,24,1,0.16666666666666666,0.041666666666666664
41,6,PIK-related kinase,5,1,0.16666666666666666,0.2
41,6,"PIK-related kinase, FAT",5,1,0.16666666666666666,0.2
41,6,"Phosphatidylinositol 3-/4-kinase, catalytic domain",6,1,0.16666666666666666,0.16666666666666666
41,6,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily",4,1,0.16666666666666666,0.25
41,6,"Phosphatidylinositol 3/4-kinase, conserved site",4,1,0.16666666666666666,0.25
41,6,"Protein kinase C-like, phorbol ester/diacylglycerol-binding domain",5,1,0.16666666666666666,0.2
41,6,Protein kinase-like domain superfamily,40,1,0.16666666666666666,0.025
41,6,"Serine/threonine-protein kinase TOR, catalytic domain",1,1,0.16666666666666666,1.0
41,6,Serine/threonine-protein kinase mTOR domain,1,1,0.16666666666666666,1.0
41,6,Synaptotagmin-like mitochondrial-lipid-binding domain,4,1,0.16666666666666666,0.25
41,6,Tetratricopeptide-like helical domain superfamily,46,1,0.16666666666666666,0.021739130434782608
41,6,"Zinc finger, CHHC-type",4,1,0.16666666666666666,0.25
41,6,Nucleotide-binding alpha-beta plait domain superfamily,126,2,0.3333333333333333,0.015873015873015872
41,6,RNA recognition motif domain,117,2,0.3333333333333333,0.017094017094017096
41,6,RNA-binding domain superfamily,127,2,0.3333333333333333,0.015748031496062992
42,2,Allosteric substrate binding domain superfamily,2,1,0.5,0.5
42,2,Cyclophilin-like domain superfamily,4,1,0.5,0.25
42,2,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain,4,1,0.5,0.25
42,2,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site",4,1,0.5,0.25
42,2,D-3-phosphoglycerate dehydrogenase,2,1,0.5,0.5
42,2,"D-3-phosphoglycerate dehydrogenase, ASB domain",2,1,0.5,0.5
42,2,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain",2,1,0.5,0.5
42,2,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site",2,1,0.5,0.5
42,2,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1",2,1,0.5,0.5
42,2,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",2,1,0.5,0.5
42,2,NAD(P)-binding domain superfamily,56,1,0.5,0.017857142857142856
43,8,Acetyl-coA carboxylase zinc finger domain,1,1,0.125,1.0
43,8,Acyl-CoA binding protein superfamily,5,1,0.125,0.2
43,8,"Acyl-CoA-binding protein, ACBP",5,1,0.125,0.2
43,8,"Acyl-CoA-binding protein, ACBP, conserved site",5,1,0.125,0.2
43,8,Alkyldihydroxyacetonephosphate synthase,1,1,0.125,1.0
43,8,Cell growth-regulating nucleolar protein,1,1,0.125,1.0
43,8,Class II aldolase/adducin N-terminal,2,1,0.125,0.5
43,8,Class II aldolase/adducin N-terminal domain superfamily,2,1,0.125,0.5
43,8,Cytochrome P450,4,1,0.125,0.25
43,8,Cytochrome P450 superfamily,4,1,0.125,0.25
43,8,"Cytochrome P450, E-class, group IV",1,1,0.125,1.0
43,8,"Cytochrome P450, conserved site",4,1,0.125,0.25
43,8,"FAD linked oxidase, N-terminal",2,1,0.125,0.5
43,8,"FAD-binding domain, PCMH-type",2,1,0.125,0.5
43,8,"FAD-binding oxidoreductase/transferase, type 4, C-terminal",1,1,0.125,1.0
43,8,"FAD-binding, type PCMH, subdomain 1",1,1,0.125,1.0
43,8,"FAD-binding, type PCMH, subdomain 2",2,1,0.125,0.5
43,8,"FAD-binding, type PCMH-like superfamily",2,1,0.125,0.5
43,8,"FAD-linked oxidase-like, C-terminal",1,1,0.125,1.0
43,8,FERM/acyl-CoA-binding protein superfamily,11,1,0.125,0.09090909090909091
43,8,Nucleoporin interacting component Nup93/Nic96,1,1,0.125,1.0
43,8,Sterile alpha motif domain,6,1,0.125,0.16666666666666666
43,8,Sterile alpha motif/pointed domain superfamily,8,1,0.125,0.125
43,8,Stromal interaction molecule,2,1,0.125,0.5
43,8,"Stromal interaction molecule 2, SAM domain",1,1,0.125,1.0
43,8,"Stromal interaction molecule, Orai1-activating region",2,1,0.125,0.5
43,8,Transmembrane emp24 domain-containing protein,7,1,0.125,0.14285714285714285
