Interpro ID,group,proteins,p_value,odds_ratio,domain_in_group,total_domain,protein_in_group,total_protein,domain
IPR039015,222,ENDOD1,0.004063205417607223,inf,1,1,9,2215,Endonuclease domain-containing 1 protein
IPR003593,146,ABCC1;ABCD3;ABCD1;ATAD1,0.004185926859935893,7.123333333333333,4,54,28,2215,AAA+ ATPase domain
IPR003593,210,DNAH2;LONP1;PSMC2,0.007314342718444013,9.021008403361344,3,54,17,2215,AAA+ ATPase domain
IPR000217,157,TUBB4B;TUBA1A,0.004272914437923187,25.881656804733726,2,15,15,2215,Tubulin
IPR000217,138,TUBB;TUBA1C,0.004864245895922611,24.021978021978022,2,15,16,2215,Tubulin
IPR003008,157,TUBB4B;TUBA1A,0.004272914437923187,25.881656804733726,2,15,15,2215,"Tubulin/FtsZ, GTPase domain"
IPR003008,138,TUBB;TUBA1C,0.004864245895922611,24.021978021978022,2,15,16,2215,"Tubulin/FtsZ, GTPase domain"
IPR008280,157,TUBB4B;TUBA1A,0.004272914437923187,25.881656804733726,2,15,15,2215,"Tubulin/FtsZ, C-terminal"
IPR008280,138,TUBB;TUBA1C,0.004864245895922611,24.021978021978022,2,15,16,2215,"Tubulin/FtsZ, C-terminal"
IPR017975,157,TUBB4B;TUBA1A,0.004272914437923187,25.881656804733726,2,15,15,2215,"Tubulin, conserved site"
IPR017975,138,TUBB;TUBA1C,0.004864245895922611,24.021978021978022,2,15,16,2215,"Tubulin, conserved site"
IPR018316,157,TUBB4B;TUBA1A,0.004272914437923187,25.881656804733726,2,15,15,2215,"Tubulin/FtsZ, 2-layer sandwich domain"
IPR018316,138,TUBB;TUBA1C,0.004864245895922611,24.021978021978022,2,15,16,2215,"Tubulin/FtsZ, 2-layer sandwich domain"
IPR023123,157,TUBB4B;TUBA1A,0.004272914437923187,25.881656804733726,2,15,15,2215,"Tubulin, C-terminal"
IPR023123,138,TUBB;TUBA1C,0.004864245895922611,24.021978021978022,2,15,16,2215,"Tubulin, C-terminal"
IPR036525,157,TUBB4B;TUBA1A,0.004272914437923187,25.881656804733726,2,15,15,2215,"Tubulin/FtsZ, GTPase domain superfamily"
IPR036525,138,TUBB;TUBA1C,0.004864245895922611,24.021978021978022,2,15,16,2215,"Tubulin/FtsZ, GTPase domain superfamily"
IPR037103,157,TUBB4B;TUBA1A,0.004272914437923187,25.881656804733726,2,15,15,2215,"Tubulin/FtsZ-like, C-terminal domain"
IPR037103,138,TUBB;TUBA1C,0.004864245895922611,24.021978021978022,2,15,16,2215,"Tubulin/FtsZ-like, C-terminal domain"
IPR003585,233,SDC1,0.004510594391120736,552.25,1,5,2,2215,Neurexin/syndecan/glycophorin C
IPR000509,239,RPL36,0.004510594391120736,552.25,1,5,2,2215,Large ribosomal subunit protein eL36
IPR038097,239,RPL36,0.004510594391120736,552.25,1,5,2,2215,Large ribosomal subunit protein eL36 domain superfamily
IPR000039,150,RPL18,0.004510594391120736,552.25,1,5,2,2215,Large ribosomal subunit protein eL18
IPR000039,4,RPL18,0.006759779672659099,276.0,1,5,3,2215,Large ribosomal subunit protein eL18
IPR021132,150,RPL18,0.004510594391120736,552.25,1,5,2,2215,"Large ribosomal subunit protein eL18, conserved site"
IPR021132,4,RPL18,0.006759779672659099,276.0,1,5,3,2215,"Large ribosomal subunit protein eL18, conserved site"
IPR015399,154,DNAJB12,0.004510594391120736,552.25,1,2,5,2215,"Domain of unknown function DUF1977, DnaJ-like"
IPR018200,154,USP9X,0.004510594391120736,552.25,1,2,5,2215,"Ubiquitin specific protease, conserved site"
IPR003121,173,SMARCD3,0.004510594391120736,552.25,1,2,5,2215,SWIB/MDM2 domain
IPR004102,173,PARP4,0.004510594391120736,552.25,1,2,5,2215,"Poly(ADP-ribose) polymerase, regulatory domain"
IPR006939,173,SMARCB1,0.004510594391120736,552.25,1,2,5,2215,SNF5/SMARCB1/INI1
IPR017393,173,SMARCB1,0.004510594391120736,552.25,1,2,5,2215,Chromatin-remodeling complex component Sfh1/SNF5
IPR019835,173,SMARCD3,0.004510594391120736,552.25,1,2,5,2215,SWIB domain
IPR036616,173,PARP4,0.004510594391120736,552.25,1,2,5,2215,"Poly(ADP-ribose) polymerase, regulatory domain superfamily"
IPR036885,173,SMARCD3,0.004510594391120736,552.25,1,2,5,2215,SWIB/MDM2 domain superfamily
IPR048664,173,SMARCB1,0.004510594391120736,552.25,1,2,5,2215,"SWI/SNF Subunit INI1, DNA binding domain"
IPR030878,237,RPL27A,0.004510594391120736,552.25,1,5,2,2215,Large ribosomal subunit protein uL15
IPR034374,181,G3BP1,0.004510594391120736,552.25,1,5,2,2215,"G3BP1, RNA recognition motif"
IPR001180,24,TNIK,0.004510594391120736,552.25,1,2,5,2215,Citron homology (CNH) domain
IPR001368,24,FAS,0.004510594391120736,552.25,1,2,5,2215,TNFR/NGFR cysteine-rich region
IPR001372,24,DYNLL1,0.004510594391120736,552.25,1,2,5,2215,"Dynein light chain, type 1/2"
IPR006935,24,UPF1,0.004510594391120736,552.25,1,2,5,2215,"Helicase/UvrB, N-terminal"
IPR008063,24,FAS,0.004510594391120736,552.25,1,2,5,2215,Fas receptor
IPR018999,24,UPF1,0.004510594391120736,552.25,1,2,5,2215,"RNA helicase UPF1, Cys/His rich zinc-binding domain"
IPR019763,24,DYNLL1,0.004510594391120736,552.25,1,2,5,2215,"Dynein light chain, type 1/2, conserved site"
IPR033998,24,FAS,0.004510594391120736,552.25,1,2,5,2215,"Fas receptor, death domain"
IPR033999,24,FAS,0.004510594391120736,552.25,1,2,5,2215,"Fas receptor, N-terminal"
IPR037177,24,DYNLL1,0.004510594391120736,552.25,1,2,5,2215,Dynein light chain superfamily
IPR040812,24,UPF1,0.004510594391120736,552.25,1,2,5,2215,"RNA helicase UPF1, 1B domain"
IPR006011,26,STX12,0.004510594391120736,552.25,1,5,2,2215,"Syntaxin, N-terminal domain"
IPR007705,170,VTI1A,0.004510594391120736,552.25,1,2,5,2215,"Vesicle transport v-SNARE, N-terminal"
IPR012987,170,HNRNPK,0.004510594391120736,552.25,1,2,5,2215,"ROK, N-terminal"
IPR012987,29,HNRNPK,0.009010993044467688,244.88888888888889,1,2,10,2215,"ROK, N-terminal"
IPR025995,170,MORF4L1,0.004510594391120736,552.25,1,2,5,2215,RNA binding activity-knot of a chromodomain
IPR025995,127,MORF4L1,0.009010993044467688,244.88888888888889,1,2,10,2215,RNA binding activity-knot of a chromodomain
IPR026622,170,MXRA7,0.004510594391120736,552.25,1,2,5,2215,Matrix-remodeling-associated protein 7
IPR038407,170,VTI1A,0.004510594391120736,552.25,1,2,5,2215,"Vesicle transport v-SNARE, N-terminal domain superfamily"
IPR011108,223,CPSF3,0.004510594391120736,552.25,1,2,5,2215,"Zn-dependent metallo-hydrolase, RNA specificity domain"
IPR022712,223,CPSF3,0.004510594391120736,552.25,1,2,5,2215,Beta-Casp domain
IPR034131,223,DAZAP1,0.004510594391120736,552.25,1,2,5,2215,"DAZ-associated protein 1, RNA recognition motif 2"
IPR034131,41,DAZAP1,0.005411489780812029,441.6,1,2,6,2215,"DAZ-associated protein 1, RNA recognition motif 2"
IPR034134,223,DAZAP1,0.004510594391120736,552.25,1,2,5,2215,"DAZ-associated protein 1, RNA recognition motif 1"
IPR034134,41,DAZAP1,0.005411489780812029,441.6,1,2,6,2215,"DAZ-associated protein 1, RNA recognition motif 1"
IPR005326,203,PLEC,0.004510594391120736,552.25,1,5,2,2215,"Plectin/eS10, N-terminal"
IPR000533,215,TPM4,0.004510594391120736,552.25,1,2,5,2215,Tropomyosin
IPR012936,215,ERGIC3,0.004510594391120736,552.25,1,2,5,2215,"Endoplasmic reticulum vesicle transporter, C-terminal"
IPR039542,215,ERGIC3,0.004510594391120736,552.25,1,2,5,2215,"Endoplasmic reticulum vesicle transporter, N-terminal"
IPR045888,215,ERGIC3,0.004510594391120736,552.25,1,2,5,2215,Endoplasmic reticulum vesicle transporter
IPR000076,174,SLC12A4,0.004510594391120736,552.25,1,2,5,2215,K/Cl co-transporter
IPR000622,174,SLC12A4,0.004510594391120736,552.25,1,2,5,2215,K/Cl co-transporter 1
IPR034511,174,SRSF6,0.004510594391120736,552.25,1,2,5,2215,"SRSF6, RNA recognition motif 1"
IPR039800,81,MICU1,0.004510594391120736,552.25,1,5,2,2215,Calcium uptake protein 1/2/3
IPR039800,208,MICU1,0.0090048977113737,183.91666666666666,1,5,4,2215,Calcium uptake protein 1/2/3
IPR013111,175,ITGB1,0.004510594391120736,552.25,1,5,2,2215,"EGF-like domain, extracellular"
IPR000582,86,ACBD5,0.004510594391120736,552.25,1,5,2,2215,"Acyl-CoA-binding protein, ACBP"
IPR022408,86,ACBD5,0.004510594391120736,552.25,1,5,2,2215,"Acyl-CoA-binding protein, ACBP, conserved site"
IPR035984,86,ACBD5,0.004510594391120736,552.25,1,5,2,2215,Acyl-CoA binding protein superfamily
IPR006257,94,DLAT,0.004510594391120736,552.25,1,2,5,2215,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IPR006257,116,DLAT,0.005411489780812029,441.6,1,2,6,2215,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IPR045257,94,DLAT,0.004510594391120736,552.25,1,2,5,2215,Dihydrolipoamide acetyltransferase/Pyruvate dehydrogenase protein X component
IPR045257,116,DLAT,0.005411489780812029,441.6,1,2,6,2215,Dihydrolipoamide acetyltransferase/Pyruvate dehydrogenase protein X component
IPR034085,187,GCN1L1,0.004510594391120736,552.25,1,5,2,2215,TOG domain
IPR034085,176,GCN1L1,0.0090048977113737,183.91666666666666,1,5,4,2215,TOG domain
IPR008847,163,CSTF3,0.004510594391120736,552.25,1,2,5,2215,Suppressor of forked
IPR018967,163,CISD1,0.004510594391120736,552.25,1,2,5,2215,"Iron-binding zinc finger, CDGSH type"
IPR019610,163,CISD1,0.004510594391120736,552.25,1,2,5,2215,"Iron sulphur domain-containing, mitoNEET, N-terminal"
IPR042216,163,CISD1,0.004510594391120736,552.25,1,2,5,2215,"MitoNEET, CDGSH iron-sulfur domain"
IPR045131,163,CISD1,0.004510594391120736,552.25,1,2,5,2215,CDGSH iron-sulfur domain-containing protein 1/2
IPR007972,214,MTFR1L,0.004510594391120736,552.25,1,2,5,2215,Mitochondrial fission regulator 1
IPR000375,92,DNM2,0.004514672686230248,inf,1,1,10,2215,Dynamin stalk domain
IPR002871,92,ISCU,0.004514672686230248,inf,1,1,10,2215,"NIF system FeS cluster assembly, NifU, N-terminal"
IPR003130,92,DNM2,0.004514672686230248,inf,1,1,10,2215,Dynamin GTPase effector
IPR011339,92,ISCU,0.004514672686230248,inf,1,1,10,2215,Iron-sulfur cluster assembly scaffold protein IscU
IPR011641,92,EPHB2,0.004514672686230248,inf,1,1,10,2215,Tyrosine-protein kinase ephrin type A/B receptor-like
IPR012879,92,CCDC47,0.004514672686230248,inf,1,1,10,2215,PAT complex subunit CCDC47
IPR015048,92,CORO1C,0.004514672686230248,inf,1,1,10,2215,Domain of unknown function DUF1899
IPR015505,92,CORO1C,0.004514672686230248,inf,1,1,10,2215,Coronin
IPR019762,92,DNM2,0.004514672686230248,inf,1,1,10,2215,"Dynamin, GTPase region, conserved site"
IPR020850,92,DNM2,0.004514672686230248,inf,1,1,10,2215,GTPase effector domain
IPR024138,92,PCM1,0.004514672686230248,inf,1,1,10,2215,Pericentriolar material 1 protein
IPR027512,92,EIF3A,0.004514672686230248,inf,1,1,10,2215,Eukaryotic translation initiation factor 3 subunit A
IPR031446,92,PCM1,0.004514672686230248,inf,1,1,10,2215,"Pericentriolar material 1 protein, C-terminal"
IPR034238,92,EPHB2,0.004514672686230248,inf,1,1,10,2215,"Ephrin type-B receptor 2, ligand binding domain"
IPR001466,31,LACTB,0.004514672686230248,inf,1,1,10,2215,Beta-lactamase-related
IPR003993,31,TCOF1,0.004514672686230248,inf,1,1,10,2215,Treacle protein domain
IPR006017,31,CALD1,0.004514672686230248,inf,1,1,10,2215,Caldesmon
IPR006018,31,CALD1,0.004514672686230248,inf,1,1,10,2215,Caldesmon/lymphocyte specific protein
IPR015125,31,TP53BP1,0.004514672686230248,inf,1,1,10,2215,Tumour suppressor p53-binding protein-1 Tudor domain
IPR017859,31,TCOF1,0.004514672686230248,inf,1,1,10,2215,Treacle protein
IPR027248,31,SNRPD2,0.004514672686230248,inf,1,1,10,2215,Small nuclear ribonucleoprotein Sm D2
IPR047249,31,TP53BP1,0.004514672686230248,inf,1,1,10,2215,"TP53-binding protein 1-like, first BRCT domain"
IPR047250,31,TP53BP1,0.004514672686230248,inf,1,1,10,2215,"TP53-binding protein 1-like, second BRCT domain"
IPR047252,31,TP53BP1,0.004514672686230248,inf,1,1,10,2215,TP53-binding protein 1-like
IPR001882,100,MCCC1,0.004514672686230248,inf,1,1,10,2215,Biotin-binding site
IPR005481,100,MCCC1,0.004514672686230248,inf,1,1,10,2215,"Biotin carboxylase-like, N-terminal domain"
IPR005482,100,MCCC1,0.004514672686230248,inf,1,1,10,2215,"Biotin carboxylase, C-terminal"
IPR011054,100,MCCC1,0.004514672686230248,inf,1,1,10,2215,Rudiment single hybrid motif
IPR011764,100,MCCC1,0.004514672686230248,inf,1,1,10,2215,Biotin carboxylation domain
IPR019979,100,RPS11,0.004514672686230248,inf,1,1,10,2215,"Small ribosomal subunit protein uS17, conserved site"
IPR022030,100,SF3A1,0.004514672686230248,inf,1,1,10,2215,"Splicing factor 3A subunit 1, conserved domain"
IPR028333,100,RPS11,0.004514672686230248,inf,1,1,10,2215,"Small ribosomal subunit protein uS17, archaeal/eukaryotic"
IPR032440,100,RPS11,0.004514672686230248,inf,1,1,10,2215,"Small ribosomal subunit protein uS17, N-terminal"
IPR035563,100,SF3A1,0.004514672686230248,inf,1,1,10,2215,"Splicing factor 3A subunit 1, ubiquitin domain"
IPR044612,100,ARL2,0.004514672686230248,inf,1,1,10,2215,ADP-ribosylation factor-like protein 2/3
IPR045146,100,SF3A1,0.004514672686230248,inf,1,1,10,2215,Splicing factor 3A subunit 1
IPR045873,100,ARL2,0.004514672686230248,inf,1,1,10,2215,ADP-ribosylation factor-like protein 2
IPR001824,66,PDGFRB,0.004514672686230248,inf,1,1,10,2215,"Tyrosine-protein kinase, receptor class III, conserved site"
IPR003817,66,PISD,0.004514672686230248,inf,1,1,10,2215,Phosphatidylserine decarboxylase-related
IPR011778,66,DPYSL2,0.004514672686230248,inf,1,1,10,2215,Hydantoinase/dihydropyrimidinase
IPR027288,66,PDGFRB,0.004514672686230248,inf,1,1,10,2215,Platelet-derived growth factor receptor beta
IPR033177,66,PISD,0.004514672686230248,inf,1,1,10,2215,"Phosphatidylserine decarboxylase, bacterial/eukaryotic"
IPR033661,66,PISD,0.004514672686230248,inf,1,1,10,2215,"Phosphatidylserine decarboxylase, eukaryotic type 1"
IPR039492,66,TMEM109,0.004514672686230248,inf,1,1,10,2215,Transmembrane protein 109
IPR001931,29,RPS21,0.004514672686230248,inf,1,1,10,2215,Small ribosomal subunit protein eS21
IPR006529,29,U2AF2,0.004514672686230248,inf,1,1,10,2215,"U2 snRNP auxilliary factor, large subunit, splicing factor"
IPR013803,29,APP,0.004514672686230248,inf,1,1,10,2215,"Amyloidogenic glycoprotein, amyloid-beta peptide"
IPR018279,29,RPS21,0.004514672686230248,inf,1,1,10,2215,"Small ribosomal subunit protein eS21, conserved site"
IPR029538,29,SRSF1,0.004514672686230248,inf,1,1,10,2215,"Serine/arginine-rich splicing factor 1, RNA recognition motif 2"
IPR034520,29,SRSF1,0.004514672686230248,inf,1,1,10,2215,"SRSF1, RNA recognition motif 1"
IPR034816,29,HNRNPL,0.004514672686230248,inf,1,1,10,2215,"hnRNP-L, RNA recognition motif 3"
IPR034817,29,HNRNPL,0.004514672686230248,inf,1,1,10,2215,"hnRNP-L, RNA recognition motif 4"
IPR035005,29,HNRNPL,0.004514672686230248,inf,1,1,10,2215,"hnRNP-L, RNA recognition motif 1"
IPR035008,29,HNRNPL,0.004514672686230248,inf,1,1,10,2215,"hnRNP-L, RNA recognition motif 2"
IPR037071,29,APP,0.004514672686230248,inf,1,1,10,2215,"Amyloidogenic glycoprotein, amyloid-beta peptide superfamily"
IPR038579,29,RPS21,0.004514672686230248,inf,1,1,10,2215,Small ribosomal subunit protein eS21 superfamily
IPR044445,29,DHX9,0.004514672686230248,inf,1,1,10,2215,"DHX9, first double-stranded RNA binding domain"
IPR044446,29,DHX9,0.004514672686230248,inf,1,1,10,2215,"DHX9, second double-stranded RNA binding domain"
IPR044447,29,DHX9,0.004514672686230248,inf,1,1,10,2215,"DHX9, DEXH-box helicase domain"
IPR002661,84,MRRF,0.004514672686230248,inf,1,1,10,2215,Ribosome recycling factor
IPR006687,84,SAR1A,0.004514672686230248,inf,1,1,10,2215,"Small GTPase superfamily, SAR1-type"
IPR012541,84,DDX54,0.004514672686230248,inf,1,1,10,2215,"DBP10, C-terminal"
IPR016488,84,NDUFA6,0.004514672686230248,inf,1,1,10,2215,"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 6"
IPR023584,84,MRRF,0.004514672686230248,inf,1,1,10,2215,Ribosome recycling factor domain
IPR033517,84,DDX54,0.004514672686230248,inf,1,1,10,2215,"DDX54/DBP10 family, DEAD-box helicase domain"
IPR036191,84,MRRF,0.004514672686230248,inf,1,1,10,2215,RRF superfamily
IPR045299,84,NDUFA6,0.004514672686230248,inf,1,1,10,2215,"NDUFA6, LYR domain"
IPR002699,118,ATP6V1D,0.004514672686230248,inf,1,1,10,2215,"ATPase, V1 complex, subunit D"
IPR024326,118,RRP7A,0.004514672686230248,inf,1,1,10,2215,"Ribosomal RNA-processing protein 7, C-terminal domain"
IPR026122,118,MOV10,0.004514672686230248,inf,1,1,10,2215,"Helicase MOV-10/SDE3, DEXXQ/H-box helicase domain"
IPR034890,118,RRP7A,0.004514672686230248,inf,1,1,10,2215,"Rrp7A, RNA recognition motif"
IPR040446,118,RRP7A,0.004514672686230248,inf,1,1,10,2215,Ribosomal RNA-processing protein 7
IPR040447,118,RRP7A,0.004514672686230248,inf,1,1,10,2215,"Rrp7, RRM-like N-terminal domain"
IPR049075,118,MOV10,0.004514672686230248,inf,1,1,10,2215,"Helicase MOV-10, N-terminal"
IPR049077,118,MOV10,0.004514672686230248,inf,1,1,10,2215,"Helicase MOV-10, Ig-like domain"
IPR049079,118,MOV10,0.004514672686230248,inf,1,1,10,2215,"Helicase MOV-10, helical domain"
IPR049080,118,MOV10,0.004514672686230248,inf,1,1,10,2215,"Helicase MOV-10-like, beta-barrel domain"
IPR000086,127,NUDT21,0.004514672686230248,inf,1,1,10,2215,NUDIX hydrolase domain
IPR000479,127,IGF2R,0.004514672686230248,inf,1,1,10,2215,Cation-independent mannose-6-phosphate receptor repeat
IPR012720,127,CCT7,0.004514672686230248,inf,1,1,10,2215,"T-complex protein 1, eta subunit"
IPR016706,127,NUDT21,0.004514672686230248,inf,1,1,10,2215,Cleavage/polyadenylation specificity factor subunit 5
IPR022070,127,CAPRIN1,0.004514672686230248,inf,1,1,10,2215,Cytoplasmic activation/proliferation-associated protein-1 C term
IPR028816,127,CAPRIN1,0.004514672686230248,inf,1,1,10,2215,Caprin
IPR034268,127,RBM25,0.004514672686230248,inf,1,1,10,2215,"RBM25, RNA recognition motif"
IPR041637,127,CAPRIN1,0.004514672686230248,inf,1,1,10,2215,Caprin-1 dimerization domain
IPR023214,144,ATP2B1;ATP2C1,0.004864245895922611,24.021978021978022,2,16,15,2215,HAD superfamily
IPR023214,76,ATP9A;ATP13A1,0.007789354115314324,18.33613445378151,2,16,19,2215,HAD superfamily
IPR036412,144,ATP2B1;ATP2C1,0.004864245895922611,24.021978021978022,2,16,15,2215,HAD-like superfamily
IPR036412,76,ATP9A;ATP13A1,0.007789354115314324,18.33613445378151,2,16,19,2215,HAD-like superfamily
IPR000424,129,SSBP1,0.004966139954853273,inf,1,1,11,2215,Primosome PriB/single-strand DNA-binding
IPR010912,129,RBM15,0.004966139954853273,inf,1,1,11,2215,"Spen paralogue/orthologue C-terminal, metazoa"
IPR011344,129,SSBP1,0.004966139954853273,inf,1,1,11,2215,Single-stranded DNA-binding protein
IPR012921,129,RBM15,0.004966139954853273,inf,1,1,11,2215,"Spen paralogue and orthologue SPOC, C-terminal"
IPR019008,129,EMC7,0.004966139954853273,inf,1,1,11,2215,"ER membrane protein complex subunit 7, beta-sandwich domain"
IPR034470,129,RBM15,0.004966139954853273,inf,1,1,11,2215,"RBM15, RNA recognition motif 1"
IPR034472,129,RBM15,0.004966139954853273,inf,1,1,11,2215,"RBM15, RNA recognition motif 2"
IPR034473,129,RBM15,0.004966139954853273,inf,1,1,11,2215,"RBM15, RNA recognition motif 3"
IPR039163,129,EMC7,0.004966139954853273,inf,1,1,11,2215,ER membrane protein complex subunit 7
IPR001085,6,SHMT2,0.004966139954853273,inf,1,1,11,2215,Serine hydroxymethyltransferase
IPR003929,6,KCNMA1,0.004966139954853273,inf,1,1,11,2215,"Calcium-activated potassium channel BK, alpha subunit"
IPR004527,6,EARS2,0.004966139954853273,inf,1,1,11,2215,"Glutamate-tRNA ligase, bacterial/mitochondrial"
IPR008925,6,EARS2,0.004966139954853273,inf,1,1,11,2215,"Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily"
IPR019798,6,SHMT2,0.004966139954853273,inf,1,1,11,2215,"Serine hydroxymethyltransferase, pyridoxal phosphate binding site"
IPR020751,6,EARS2,0.004966139954853273,inf,1,1,11,2215,"Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2"
IPR033367,6,BRI3BP,0.004966139954853273,inf,1,1,11,2215,BRI3-binding protein
IPR033910,6,EARS2,0.004966139954853273,inf,1,1,11,2215,Glutamyl-tRNA synthetase
IPR034263,6,EPHA2,0.004966139954853273,inf,1,1,11,2215,"Ephrin type-A receptor 2, ligand binding domain"
IPR039429,6,SHMT2,0.004966139954853273,inf,1,1,11,2215,Serine hydroxymethyltransferase-like domain
IPR041833,6,RAB21,0.004966139954853273,inf,1,1,11,2215,Rab21
IPR045462,6,EARS2,0.004966139954853273,inf,1,1,11,2215,"Aminoacyl-tRNA synthetase, class I, anticodon-binding"
IPR047871,6,KCNMA1,0.004966139954853273,inf,1,1,11,2215,Calcium-activated potassium channel slowpoke-like
IPR048735,6,KCNMA1,0.004966139954853273,inf,1,1,11,2215,"Ca2+-activated K+ channel Slowpoke-like, C-terminal domain"
IPR001094,134,POR,0.004966139954853273,inf,1,1,11,2215,Flavodoxin-like
IPR003097,134,POR,0.004966139954853273,inf,1,1,11,2215,"Sulfite reductase [NADPH] flavoprotein alpha-component-like, FAD-binding"
IPR004948,134,NTPCR,0.004966139954853273,inf,1,1,11,2215,"Nucleoside-triphosphatase, THEP1 type"
IPR005578,134,YIF1B,0.004966139954853273,inf,1,1,11,2215,Yif1 family
IPR007245,134,PIGT,0.004966139954853273,inf,1,1,11,2215,GPI transamidase component PIG-T
